,averageDifficulty,cumulative total number of coins,activeAddresses,Daily Hash Rate(Trillions of hashes/s)
596,24.398494321785293,13471114.8,240373,12.515913962229702
1470,27.042233950692847,16322652.3,735155,15.231308623205894
883,24.81760870026707,14676314.8,298058,12.842332547401478
1165,26.08455800265584,15777314.8,438235,14.273321147050815
486,23.894826550857093,13208414.8,166215,12.350771816664658
1601,27.67981128009798,16574177.3,673775,15.756551077022428
612,24.428042139374583,13683664.8,244379,12.722975634942044
909,24.832233384925196,14771389.8,355490,13.077774125254964
223,20.468935647138853,12105864.8,154546,8.87268201455173
1709,28.28854111884534,16782489.8,1253400,16.596039468931014
1317,26.38274805270603,16032127.3,651835,14.621123086977471
1141,26.001380496176928,15608614.8,594513,14.221592142678348
1439,26.937873935368604,16264714.8,656647,15.188995439129386
439,23.57606938545032,13018939.8,162413,11.686268777681535
799,24.6232570483854,14270264.8,327766,12.856058762924238
723,24.586320517129383,14085214.8,259790,12.806218826800071
1817,28.976493482528184,16993464.8,509559,17.234435098286976
1019,25.69307913652241,15211689.8,494551,14.069790033810552
1212,26.10316319048687,15835614.8,489493,14.155372186957257
418,23.32317983038614,12936289.8,163312,11.794392568198434
296,21.864162466385118,12427764.8,178647,10.171072152694215
1764,28.73296119468933,16892139.8,806237,16.95846249366825
184,19.7840359724619,11934739.8,87053,8.346879033210609
1531,27.287121363478537,16412464.8,771121,15.752790382530272
1754,28.68533314570008,16872877.3,730175,16.9575025164623
535,24.278684810950043,13398764.8,175984,12.359470318204409
795,24.6232570483854,14255039.8,307720,12.942001192586773
1057,25.829211310846997,15349689.8,432360,14.03244345261498
352,22.6661489305172,12663664.8,149225,10.94284483846874
1043,25.785860869973376,15249489.8,510618,14.077452223918822
1667,27.93850581567651,16697102.3,956721,16.18094358385656
27,16.313120487511075,11210589.8,76189,4.620030174426858
1134,26.001380496176928,15632139.8,482261,14.15445284150636
1580,27.51223757993858,16504327.3,654533,15.555189204540168
413,23.301286594056982,12913914.8,168031,11.641923974962571
1256,26.2487187760782,15918977.3,549445,14.59109395055641
1191,26.031533534347616,15685752.3,488412,14.244388363986404
1210,26.10316319048687,15832089.8,512461,14.27827031989056
1823,29.02230301855948,17004039.8,562250,17.057791096388026
430,23.54574301114768,12984814.8,128220,11.732635024477894
1182,26.08455800265584,15806764.8,507457,14.129625654440703
961,25.11839173239296,14977614.8,452097,13.352128333633106
1597,27.550895071449265,16541714.8,773640,15.89259776650052
899,24.832233384925196,14734139.8,370216,12.890376415397222
1441,26.937873935368604,16268639.8,753921,15.23808504949725
609,24.428042139374583,13671364.8,180281,12.722975634942044
444,23.57606938545032,13039539.8,151903,11.894813529426209
496,24.03485322821861,13247589.8,233688,12.267654942746749
788,24.625047941273746,14322464.8,272459,12.802495860336249
1802,28.886637153406323,16964102.3,499530,17.262841817719817
1446,26.979015878699776,16277439.8,592441,15.145201056452269
640,24.443471314705103,13733389.8,277172,12.762215458807486
517,24.26889326072231,13331564.8,219697,12.428572710251288
1991,29.63923514832001,17381996.04,573912,17.77160745617946
1506,27.24388696450511,16393027.3,796500,15.45691723179105
1627,27.74434980123555,16622977.3,796789,15.879498825103123
1496,27.24388696450511,16374277.3,767620,15.526345738234625
199,20.051742639692595,12000289.8,103890,8.673756985682315
1766,28.73296119468933,16896152.3,749023,16.964893383874056
557,24.4021875330426,13531114.8,249968,12.519607173548
307,22.06239620819593,12473614.8,232481,10.326746280385873
69,16.875874900311366,11393714.8,67986,5.200484164448048
719,24.586320517129383,14071239.8,250190,12.919088398760874
1460,26.98093342482905,16303214.8,724937,15.181110154501834
1377,26.76827115098242,16148227.3,619108,14.779934700868914
289,21.68697606185889,12397039.8,177111,10.062878619944543
864,24.76557381905115,14606064.8,274687,12.861174412102116
207,20.228121089582736,12033464.8,124672,8.604023647590683
224,20.62714127426235,12109989.8,152924,8.87268201455173
283,21.68697606185889,12371914.8,148083,9.88720160601325
1794,28.87228970499818,16948727.3,570440,17.1435662727058
688,24.5824692248219,14015039.8,239081,12.728259562392592
168,19.20874760308095,11854289.8,93270,7.775825747762388
15,16.23028596177717,11162914.8,84113,4.4946360341246825
885,24.831073102910143,14683389.8,259753,13.031298646992964
1576,27.516731969526425,16522389.8,548838,15.310497317151874
1184,26.08455800265584,15810064.8,494972,14.189794178562316
132,18.280648469395757,11680214.8,70670,6.766899084691666
950,25.094008811140604,14930414.8,435598,13.294234355126838
1746,28.68533314570008,16857139.8,741906,16.832750811227015
957,25.094008811140604,14960864.8,528953,13.447438513394085
1288,26.26452938210484,15952127.3,614664,14.436417104117334
891,24.831073102910143,14704564.8,265620,13.017965115964712
1672,27.93112570837889,16656902.3,1025731,16.161703789691654
838,24.687878302147706,14508014.8,283851,12.84063730896098
1918,29.414412335486087,17184358.55,705913,17.607898772845736
1954,29.537596259585182,17262521.04,666558,17.730764912755102
697,24.567385726424003,13943014.8,279006,12.706158491286574
564,24.4021875330426,13556414.8,247948,12.609013761047214
1033,25.817016037753174,15317589.8,488866,14.006919798886203
1245,26.208062770437067,15897977.3,549579,14.521849483580962
1013,25.69307913652241,15186064.8,473992,13.958237547196765
1275,26.260600103964947,15928052.3,721678,14.529638049529613
269,21.508922857288727,12311739.8,126975,9.73529368156326
1481,27.051202620675607,16343727.3,791586,15.224528936237029
1677,27.93112570837889,16667652.3,1016509,16.28233177782839
354,22.6661489305172,12672089.8,164132,11.02524437027777
192,20.051742639692595,11968539.8,129810,8.358652326212233
1213,26.10316319048687,15837264.8,483713,14.1706396536951
60,16.875874900311366,11353839.8,50485,5.089258528948608
1515,27.291343748358383,16433889.8,646742,15.457470703357874
700,24.567385726424003,13953614.8,268254,12.74076402032584
623,24.50681121919731,13778614.8,252866,12.70703676318896
280,21.626959831212,12358939.8,156801,9.987915581386842
257,21.27154000141837,12258989.8,152181,9.801380010772537
2009,29.60232049898868,17337546.04,707291,17.879413586256828
72,17.07985200511729,11406789.8,78450,5.280077549357733
97,17.436987824960372,11515389.8,71546,5.790417527150205
1661,27.93850581567651,16685239.8,980129,16.242691590435783
833,24.687878302147706,14490239.8,277814,12.683008364725069
823,24.67984730065494,14453639.8,298371,12.853225594730254
665,24.56667539140568,13879014.8,231633,12.799477105751592
1587,27.51223757993858,16518664.8,752544,15.860162774143149
1921,29.414412335486087,17190546.05,542819,17.76774747393108
212,20.268172279826235,12054939.8,189629,8.78042007602766
757,24.61114956518841,14211039.8,256485,12.850341077759726
1990,29.63923514832001,17380233.54,693363,17.7056494884703
256,21.072852696159597,12254764.8,117029,9.801380010772537
1338,26.48531721972659,16071439.8,654659,14.677917865009888
177,19.405494234961303,11901989.8,101197,8.260286504363659
1322,26.38274805270603,16041977.3,663897,14.746660833535302
1467,26.98093342482905,16316614.8,787633,15.281824130173966
1885,29.256332377518937,17122646.05,589876,17.456065484433264
226,20.62714127426235,12118414.8,144947,9.10840434804757
1372,26.69707544881567,16139052.3,790453,15.137423043543698
1768,28.73296119468933,16900252.3,802172,16.9122496505277
1309,26.365172907884524,16016602.3,637060,14.50323945108047
1140,26.001380496176928,15604814.8,526645,14.074988669187794
1373,26.69707544881567,16141014.8,639858,14.936173476974613
1643,28.00258467236103,16707077.3,889430,16.177919519316085
534,24.278684810950043,13394664.8,184643,12.59152923290756
1493,27.11350650401176,16367814.8,726206,15.279927812785903
1313,26.38274805270603,16024214.8,644845,14.56208955686354
1230,26.13936623915083,15868977.3,510506,14.419756965021328
1195,26.031533534347616,15693639.8,530901,14.21789674438723
1091,25.910651642787165,15527414.8,524750,14.10907840645335
123,18.001371143850626,11639414.8,57000,6.643902365215901
650,24.51775263539847,13822939.8,232332,12.711333636706597
1040,25.785860869973376,15238114.8,417387,13.905980682667268
1401,26.812310712393256,16193602.3,735135,15.051003012559663
1480,27.051202620675607,16341889.8,851763,15.340041823527718
1646,28.00258467236103,16712627.3,916843,16.198122226501734
1730,28.53118246587282,16826252.3,841506,16.833256178078766
887,24.831073102910143,14691039.8,290693,13.011231083925876
988,25.45065365565875,15083664.8,427601,13.519531776812272
193,20.051742639692595,11972814.8,117024,8.507687905581841
1367,26.69707544881567,16129052.3,662445,15.015726108544222
589,24.41233203039847,13599664.8,217463,12.551104795265791
805,24.6565877282272,14387289.8,275285,12.752188321069276
705,24.624154903230973,14277264.8,249125,12.876004812606066
1984,29.63923514832001,17369708.54,588478,17.651161303210763
917,24.85448834534531,14801989.8,497257,13.080859169396028
152,18.818242702953476,11774564.8,80455,7.101054838064003
1242,26.1438008362187,15891664.8,473858,14.444000575682333
853,24.71699103992661,14564714.8,307795,12.92381726805435
1972,29.598133472634466,17295671.04,614679,17.77865968679768
205,20.228121089582736,12025014.8,165422,8.498663131993979
550,24.306385814300345,13456164.8,269127,12.53275663857208
1816,28.976493482528184,16991464.8,620016,17.228165485215712
1423,26.88868369117783,16234952.3,703673,15.241493884369149
1314,26.38274805270603,16026114.8,670364,14.588757801475989
1476,27.051202620675607,16334064.8,655424,15.116898272050216
1949,29.537596259585182,17253821.04,564630,17.737409455633518
1904,29.275826172199935,17130183.55,770835,17.61757059534722
1387,26.76827115098242,16167152.3,670733,14.975501484342669
506,24.118771488869186,13289714.8,170402,12.389313531278404
1963,29.579784333966263,17279133.54,558339,17.704258387608697
1037,25.817016037753174,15331739.8,567272,13.893322621137662
1905,29.275826172199935,17132321.05,636864,17.600178852533517
1732,28.586532560955984,16830152.3,870592,16.82690695061818
1459,26.98093342482905,16301327.3,828936,15.317121912110922
1208,26.10316319048687,15828277.3,446866,14.381587938487606
1064,25.829211310846997,15376214.8,480367,14.084067817726645
1733,28.586532560955984,16832127.3,768043,16.833256178078766
348,22.53478317576969,12646914.8,183171,10.990728441547589
288,21.68697606185889,12392264.8,163942,10.122195196946947
859,24.76557381905115,14587339.8,317821,12.861174412102116
1602,27.726331295732876,16576127.3,786890,15.96221999771951
372,22.802816389684327,12744539.8,166672,11.097749885217876
1433,26.937873935368604,16253564.8,736053,15.29057523209262
1980,29.598133472634466,17310858.54,678543,17.701428338810366
994,25.45065365565875,15105489.8,625563,13.620336475939762
724,24.586320517129383,14089289.8,265454,12.773212530322697
267,21.305228324763863,12302889.8,150317,9.96998322361194
450,23.58199748618748,13062139.8,176867,11.778324340344952
1633,27.813342672722506,16635989.8,850258,16.180997853118413
1104,25.910651642787165,15476789.8,485976,14.244983542170456
606,24.398494321785293,13508639.8,268138,12.711338744035103
1175,26.08455800265584,15795177.3,468926,14.12184351677202
1737,28.586532560955984,16839527.3,842407,16.84583496034065
1757,28.73296119468933,16878777.3,705387,17.04493609164654
11,16.14776424814305,11147489.8,69607,4.490425240994624
614,24.428042139374583,13691864.8,242326,12.734951826095251
656,24.51775263539847,13844939.8,266116,12.76329337560294
873,24.80647110755387,14638089.8,350680,12.872218737311494
1900,29.30998509101126,17173683.55,809623,17.383965971285864
202,20.228121089582736,12012864.8,207754,8.50481699749711
1955,29.57263634070098,17264421.04,689985,17.779631454235414
601,24.398494321785293,13489039.8,245629,12.598719865717184
902,24.832233384925196,14745089.8,400900,12.859366178456062
1798,28.886637153406323,16956339.8,594098,17.163635167468428
1956,29.579784333966263,17266296.04,546144,17.77325125902741
897,24.831660401835038,14727139.8,365671,13.058604209025818
811,24.6565877282272,14408914.8,306249,12.829966022259711
1931,29.48575538431799,17209733.54,657023,17.581249067458412
1685,28.09475513216069,16735039.8,1153418,16.419928341978434
1429,26.903282490598983,16246052.3,694171,15.219957664750336
319,22.17023609386232,12522914.8,140557,10.534965351239132
23,16.23028596177717,11194039.8,84914,4.500828004318828
628,24.50681121919731,13796739.8,254019,12.47724866908539
767,24.58587990103601,14044564.8,261175,12.886819420631408
1332,26.459838134425603,16060014.8,659622,14.66716054694306
646,24.443471314705103,13756789.8,233142,12.773911498630683
1143,26.001380496176928,15616064.8,586166,14.188585847015052
1847,29.05171690376577,17048839.8,588253,17.252878838872864
1135,26.001380496176928,15586339.8,525140,14.29058501567548
808,24.6565877282272,14398039.8,257392,12.802378065639708
1461,26.98093342482905,16305089.8,707250,15.174465611810389
1616,27.74434980123555,16602377.3,785914,16.140225087759916
426,23.54574301114768,12969964.8,186223,11.66316265163425
233,20.62714127426235,12152964.8,153561,9.118354678946783
1011,25.51075757972846,15177964.8,484673,13.94625451504747
1059,25.829211310846997,15357014.8,400112,13.991897358042978
1593,27.550895071449265,16532639.8,558828,15.660796152464988
989,25.45065365565875,15086714.8,415708,13.448914209542574
736,24.587009905883985,14132164.8,261584,12.767167886820296
618,24.428042139374583,13706489.8,239247,12.559747736957323
1928,29.455570407979597,17204221.04,525917,17.773966091473117
1569,27.550895071449265,16562677.3,860903,15.921479064512855
1893,29.30998509101126,17161246.05,473901,17.54347285010215
1259,26.280093898645948,15975514.8,601465,14.395669168651404
1721,28.43302270140057,16806902.3,999065,16.683906960098323
41,16.563142476280728,11275089.8,66609,4.916572178850258
921,24.85448834534531,14816539.8,377659,12.979076475071196
1008,25.51075757972846,15164064.8,543129,13.853036386573406
573,24.4196180584546,13645739.8,211018,12.565408395781995
1281,26.260600103964947,15939214.8,585172,14.332390837254655
659,24.51775263539847,13856989.8,214200,12.800564770445575
146,18.53960578238639,11748164.8,78401,7.025856397378175
423,23.32317983038614,12959414.8,143667,11.887744017460928
866,24.76557381905115,14613639.8,307697,13.017423728502996
75,17.07985200511729,11419114.8,62325,5.362664140084462
595,24.401103519780964,13515939.8,245308,12.515913962229702
889,24.831073102910143,14697914.8,308697,12.933999736004568
616,24.428042139374583,13699314.8,202838,12.516262624986382
315,22.06239620819593,12507139.8,203507,10.483080515838653
477,23.894826550857093,13171689.8,193839,12.15917662316599
765,24.58587990103601,14036389.8,264710,12.850229973321746
153,18.818242702953476,11779239.8,89788,7.154480004785227
610,24.428042139374583,13675489.8,141683,12.686161661793236
977,25.367656736087785,15040014.8,394144,13.55339751770734
537,24.278684810950043,13405514.8,201483,12.403272940795404
1244,26.208062770437067,15895889.8,540295,14.422388694301068
1315,26.38274805270603,16027989.8,748679,14.575512573372198
1657,27.93850581567651,16677752.3,917287,16.066340200951206
655,24.51775263539847,13841014.8,348345,12.76329337560294
732,24.58649657645892,14117564.8,247957,12.65275753559068
1913,29.275826172199935,17148658.55,717598,17.576509108461217
1592,27.550895071449265,16530914.8,627154,15.863441182218704
1217,26.12142853846417,15844877.3,548999,14.409214622141262
1822,29.002201839238392,17002439.8,675804,17.161587890086178
1712,28.28854111884534,16788402.3,1127779,16.559671824323804
446,23.57606938545032,13047289.8,164076,11.762961398435932
71,17.07772884527911,11402939.8,73357,5.520293084610372
43,16.563142476280728,11284814.8,66341,4.893582660131601
516,24.26889326072231,13327739.8,194193,12.47571948868489
411,23.18767653208736,12905364.8,177670,11.552405789613838
1009,25.51075757972846,15168264.8,463870,13.91433691241117
813,24.6565877282272,14416264.8,256642,12.963497414750272
118,18.001371143850626,11614014.8,95012,6.302310663386369
1201,26.031533534347616,15704889.8,455991,14.31381686712226
274,21.508922857288727,12331939.8,151799,9.90680432197007
1747,28.68533314570008,16859027.3,818420,16.88718601777879
739,24.587009905883985,14142364.8,270609,12.77390191911078
377,22.90406924509412,12765214.8,149382,11.222813389384209
144,18.53960578238639,11737614.8,63585,7.120714190474977
544,24.306385814300345,13432039.8,222936,12.499966815761113
1769,28.803503253163115,16902114.8,850566,17.008984867960248
1082,25.910651642787165,15494989.8,478093,14.12223649050943
689,24.5824692248219,14018814.8,244881,12.728259562392592
666,24.56667539140568,13882764.8,227153,12.812216131616433
913,24.85448834534531,14786589.8,367606,13.06131457344787
837,24.687878302147706,14504339.8,279628,12.861256596093387
815,24.666924949852906,14424339.8,243986,12.89323092914378
213,20.377118543883952,12059339.8,163655,8.833063809532788
707,24.624154903230973,14284189.8,255569,12.58622410359412
704,24.614788903316636,14225614.8,269522,12.82438044721601
74,17.07985200511729,11415014.8,48402,5.35654791308716
629,24.50681121919731,13799689.8,226783,12.47724866908539
1516,27.291343748358383,16435414.8,534993,15.277885126335187
948,25.00992052374961,14922764.8,456577,13.340360707688973
1489,27.11350650401176,16359577.3,766059,15.313601027916992
772,24.58587990103601,14063414.8,300429,12.83142064116152
1682,28.09475513216069,16728677.3,1125005,16.32812079256889
1218,26.12142853846417,15846552.3,497980,14.208543924531362
955,25.094008811140604,14952439.8,531936,13.394948330691356
1407,26.85666387994306,16204439.8,687751,14.994936211734723
200,20.112105951385463,12004939.8,107736,8.673756985682315
1362,26.549265944326866,16119539.8,564645,15.03898297073964
630,24.50681121919731,13803414.8,226710,12.7003922203996
148,18.818242702953476,11757364.8,78179,7.171672405596411
1274,26.260600103964947,15926027.3,613898,14.376515647801297
1575,27.550895071449265,16572589.8,843676,15.802997460797402
99,17.436987824960372,11525164.8,72376,5.957471611860398
613,24.428042139374583,13687964.8,242886,12.734951826095251
402,23.18767653208736,12867964.8,140292,11.381257533423137
1047,25.785860869973376,15264289.8,426291,13.988786586206308
366,22.802816389684327,12721089.8,143657,10.955575396527792
1051,25.785860869973376,15279439.8,477267,13.87678152802914
953,25.094008811140604,14944389.8,493281,13.555069177509775
326,22.17023609386232,12553264.8,149513,10.67619178016328
1455,26.979015878699776,16293714.8,738873,15.158806708583125
1859,29.091959020044204,17072927.3,531463,17.367946922002464
1356,26.54334876729877,16106714.8,632449,14.85589620714841
641,24.443471314705103,13737264.8,252411,12.762215458807486
410,23.18767653208736,12900664.8,176492,11.596368912797216
270,21.508922857288727,12315539.8,125563,9.773272929345548
104,17.499687182590357,11550664.8,74994,6.184051495679255
1923,29.414412335486087,17194183.55,654516,17.47246080198849
378,22.90406924509412,12768964.8,160707,11.19900274065667
1060,25.829211310846997,15360839.8,457009,14.005596202737598
1251,26.208062770437067,15909002.3,628813,14.415831292198648
594,24.41233203039847,13617464.8,256441,12.439464824192829
1250,26.208062770437067,15907114.8,462255,14.340710663263607
1219,26.12142853846417,15848302.3,486458,14.252029033742351
1474,27.051202620675607,16330289.8,893649,15.333962777467269
827,24.67984730065494,14467864.8,295691,12.804435430587
1190,26.031533534347616,15683839.8,517165,14.337914421869309
345,22.53478317576969,12633389.8,169498,10.792902698180791
16,16.23028596177717,11166939.8,78407,4.403664255892363
660,24.51775263539847,13860939.8,248540,12.627952027662616
1650,28.00258467236103,16719164.8,825192,16.07783606086321
466,23.705388211609577,13124389.8,199428,12.092340605686664
1084,25.910651642787165,15502089.8,480065,14.102433863625327
1340,26.48531721972659,16075252.3,571945,14.66449484724484
820,24.67984730065494,14442214.8,276124,12.797266940914604
1554,27.480198226193966,16484589.8,591933,15.687282542410076
1361,26.54334876729877,16117364.8,637023,14.924494526329422
309,22.06239620819593,12481839.8,195768,10.363335727714242
4,16.125695983122313,11117864.8,72103,4.402391891409528
762,24.58587990103601,14025864.8,306900,12.724652665799873
855,24.71699103992661,14572364.8,303103,12.917216583833994
429,23.54574301114768,12981014.8,144678,11.75256923899318
1909,29.275826172199935,17140308.55,711253,17.570503084521512
1321,26.38274805270603,16039752.3,637404,14.614733285985864
440,23.57606938545032,13022914.8,179084,11.686268777681535
1724,28.43302270140057,16813214.8,1027758,16.72094823173737
67,16.875874900311366,11384289.8,48847,5.284567281418468
33,16.313120487511075,11239264.8,79845,4.843173725149917
1365,26.69707544881567,16124989.8,711276,14.890562965750815
663,24.56667539140568,13871814.8,250528,12.676874783695288
582,24.41233203039847,13574289.8,225070,12.60591303184105
894,24.831073102910143,14715764.8,309767,12.911858610109334
22,16.23028596177717,11189814.8,83223,4.500828004318828
1041,25.785860869973376,15241439.8,409455,14.01493186626723
760,24.605570171614524,14172914.8,294994,12.714076198297027
1364,26.69707544881567,16123127.3,723324,14.883873977506113
1457,26.98093342482905,16297464.8,723992,15.154262904576765
625,24.50681121919731,13785864.8,243603,12.609737852120338
1279,26.260600103964947,15935752.3,579849,14.432474296379617
374,22.802816389684327,12753264.8,135417,11.161911829398363
1637,27.813342672722506,16644402.3,957976,16.111605859241763
1074,25.841259649363167,15413239.8,423711,14.11091215457217
624,24.50681121919731,13782389.8,264915,12.6937032324842
1699,28.256959546795045,16762827.3,879901,16.34683933700554
1834,29.02230301855948,17024627.3,612055,17.280934647780384
512,24.13835458870117,13314364.8,199989,12.395467396949831
1981,29.598133472634466,17312671.04,694010,17.758181155405648
1434,26.937873935368604,16255127.3,635711,14.948404974124346
5,16.125695983122313,11122014.8,85164,4.402391891409528
1927,29.414412335486087,17202096.04,658540,17.76774747393108
287,21.68697606185889,12387814.8,215023,9.987915581386842
1673,27.93112570837889,16659064.8,1131747,16.265139376679812
560,24.4021875330426,13541689.8,227411,12.4904080185255
1130,26.016570661670904,15669764.8,447527,13.980206811820077
1117,25.99112399600974,15574039.8,445657,14.39031810568386
801,24.628282454864625,14326164.8,319744,12.76678712054499
1887,29.256332377518937,17126246.05,483872,17.42921823424536
353,22.6661489305172,12667639.8,140864,10.94284483846874
1658,27.93850581567651,16679352.3,817534,15.976728042205572
1300,26.365172907884524,15999764.8,609893,14.489054820684778
920,24.85448834534531,14813064.8,366087,13.131184253435745
541,24.306385814300345,13421064.8,188294,12.513212042285565
1788,28.87228970499818,16937652.3,538133,17.10582594491606
1535,27.359212392633054,16448002.3,640696,15.530937760256265
1249,26.208062770437067,15905352.3,498339,14.44819657366047
13,16.23028596177717,11155689.8,83723,4.403664255892363
376,22.84667216962393,12761164.8,154712,11.222813389384209
587,24.41233203039847,13592389.8,221393,12.52975167080796
1226,26.12142853846417,15861177.3,500357,14.27308244735645
265,21.305228324763863,12293664.8,159734,9.735198104398354
1577,27.51223757993858,16499464.8,578206,15.310497317151874
720,24.586320517129383,14075064.8,245910,12.732110854625246
1810,28.976493482528184,16979752.3,587020,17.253011483707223
1947,29.537596259585182,17249996.04,621242,17.75708222111649
1838,29.05171690376577,17032052.3,483628,17.232811275785124
1749,28.68533314570008,16863152.3,852830,16.969772608943487
1519,27.291343748358383,16440789.8,743276,15.530109887037309
1739,28.586532560955984,16843602.3,714666,16.833256178078766
1120,26.016570661670904,15635589.8,492139,14.135557252370097
1428,26.88868369117783,16244002.3,683505,14.998263574554365
822,24.67984730065494,14449864.8,298805,12.919038813301494
1312,26.38274805270603,16022364.8,703995,14.71237175701385
929,24.910618767897788,14848014.8,402214,13.26404847020923
1111,25.99112399600974,15551839.8,511728,14.124142238648629
1355,26.54334876729877,16104602.3,551772,14.843991307466522
1678,27.93112570837889,16669914.8,1145180,16.310344813924797
810,24.6565877282272,14405739.8,284027,12.781175858050092
284,21.68697606185889,12375364.8,129082,9.88720160601325
1827,29.02230301855948,17011677.3,683386,17.147403255245177
230,20.62714127426235,12137889.8,158826,9.093290710222908
449,23.57606938545032,13058064.8,177638,11.762961398435932
109,17.743610416446685,11572914.8,57548,6.108339673850882
1997,29.60232049898868,17316021.04,685201,17.74149044304165
1292,26.26452938210484,15960139.8,539464,14.408829147406824
576,24.4196180584546,13656389.8,208496,12.619843602378625
1445,26.979015878699776,16275614.8,687253,15.17887427161492
542,24.306385814300345,13424939.8,211102,12.513212042285565
615,24.428042139374583,13695814.8,214837,12.608200120264996
1791,28.87228970499818,16943114.8,602500,17.079850458267785
1701,28.256959546795045,16766552.3,1032417,16.491420565633067
1974,29.598133472634466,17299521.04,628119,17.71592134621484
919,24.85448834534531,14809264.8,431450,12.957414978428163
1512,27.291343748358383,16428327.3,755253,15.415506504197998
639,24.443471314705103,13729239.8,194238,12.669842138805953
984,25.367656736087785,15068139.8,432753,13.685249648845016
484,23.894826550857093,13199614.8,193251,12.18976004661383
443,23.57606938545032,13035114.8,170489,11.827919294617644
999,25.45065365565875,15126114.8,517175,13.790021448744662
1558,27.480198226193966,16492514.8,538559,15.605044444085191
1063,25.829211310846997,15372539.8,668735,14.150962052376796
869,24.771931291176426,14624789.8,316949,12.89727941671292
713,24.624154903230973,14305639.8,258038,12.869695643446809
1777,28.82190868070583,16917527.3,764106,17.06763359510148
1993,29.63923514832001,17385446.04,699171,17.91044390115417
1466,26.98093342482905,16314527.3,872106,15.287794297135743
1241,26.1438008362187,15889589.8,488936,14.238661652249071
958,25.094008811140604,14965439.8,494618,13.53964470724734
500,24.048304452243958,13264139.8,154090,12.393948668094945
981,25.367656736087785,15055664.8,430305,13.519264511411889
217,20.377118543883952,12077464.8,184281,8.701727807586831
1606,27.726331295732876,16583602.3,568729,16.024351778843414
924,24.885282757501617,14828114.8,375284,13.269714207710583
1118,25.99112399600974,15578539.8,516632,14.3738793790453
1573,27.550895071449265,16569489.8,633972,15.479025387032175
1756,28.719583068743155,16876664.8,714645,16.86379726715778
1207,26.10316319048687,15826239.8,495671,14.337693743751212
1394,26.812310712393256,16179777.3,700730,15.005392501164204
1178,26.08455800265584,15800327.3,467862,14.12962565663201
938,25.00992052374961,14883464.8,364227,13.229818833301678
691,24.567385726424003,13919139.8,261333,12.868325246009462
1021,25.69307913652241,15218939.8,479779,13.880779488850187
1357,26.54334876729877,16108689.8,657197,14.788592525610094
1186,26.08455800265584,15813389.8,450533,14.048936741349127
19,16.23028596177717,11177789.8,71628,4.417177975063191
1151,26.06560008891122,15724439.8,529844,14.362699460148752
1384,26.76827115098242,16161414.8,669492,15.045371164357004
1765,28.73296119468933,16894202.3,819981,17.020982850688817
1986,29.63923514832001,17373171.04,646076,17.72812234422696
26,16.313120487511075,11206639.8,73955,4.64356067190579
1419,26.88868369117783,16227139.8,651290,14.98366477513772
1767,28.73296119468933,16898402.3,930026,17.107994227543315
676,24.56983383207707,13969139.8,269305,12.648216854694338
404,23.18767653208736,12875264.8,166164,11.283277125066286
1005,25.51075757972846,15151064.8,480130,13.881366892591595
1494,27.11350650401176,16370214.8,883252,15.553816563071631
1796,28.880922852142884,16952352.3,423281,17.157481302132723
1994,29.63923514832001,17387133.54,678723,17.72812234422696
1933,29.48575538431799,17213721.04,620660,17.731189214749328
95,17.436987824960372,11505914.8,60253,5.761597088409145
1153,26.06560008891122,15731764.8,483625,14.24114425254118
1261,26.280093898645948,15978914.8,547741,14.313225495049323
1263,26.280093898645948,15982389.8,501726,14.417022290614655
62,16.875874900311366,11361589.8,64157,5.115066413198871
778,24.62911756626158,14340564.8,282519,12.893467638434217
1622,27.74434980123555,16613864.8,800806,16.012143299755937
1711,28.28854111884534,16786377.3,1171166,16.596039468931014
1331,26.459838134425603,16058114.8,683218,14.71218422936366
758,24.61114956518841,14214889.8,293460,12.850341077759726
1299,26.365172907884524,15998027.3,579558,14.407224799828365
179,19.7840359724619,11911014.8,65295,8.143131412392691
113,17.743610416446685,11592389.8,83887,6.264094203225896
1886,29.256332377518937,17124408.55,567603,17.387545538022557
445,23.57606938545032,13043414.8,187533,11.762961398435932
453,23.65373621088103,13073064.8,174441,11.840628224020808
403,23.18767653208736,12871364.8,173347,11.283277125066286
954,25.094008811140604,14948389.8,460519,13.441740492254675
1785,28.87228970499818,16932252.3,573438,17.079850458267785
1530,27.287121363478537,16410002.3,549467,15.396840339028849
49,16.777647695134004,11308789.8,69145,4.944200024156333
1935,29.48575538431799,17217621.04,502019,17.743767996956187
1736,28.586532560955984,16837527.3,676289,16.532835079958247
1705,28.256959546795045,16774339.8,1007352,16.535314759359235
1679,27.93112570837889,16672139.8,1145916,16.293631333196732
1751,28.68533314570008,16867027.3,788520,16.74510350444096
1000,25.476856028052776,15130114.8,533783,13.79384751487533
1316,26.38274805270603,16030164.8,768077,14.7296632570744
457,23.65373621088103,13088864.8,174617,11.966580632776706
826,24.67984730065494,14464289.8,316578,12.804435430587
1410,26.85666387994306,16210102.3,697665,15.043055460021144
1268,26.280093898645948,15990752.3,624199,14.359035035835085
1726,28.43302270140057,16817777.3,985152,16.846111374723566
896,24.831073102910143,14722989.8,309792,13.037899330884516
1849,29.07085624397647,17052652.3,569804,17.237041351521732
698,24.567385726424003,13946564.8,260564,12.706158491286574
1122,26.016570661670904,15642439.8,529637,14.135557252370097
