,averageDifficulty,cumulative total number of coins,activeAddresses,Daily Hash Rate(Trillions of hashes/s)
1741,28.586532560955984,16848139.8,903367,16.991016970563717
980,25.367656736087785,15051989.8,379421,13.462106097587762
1464,26.98093342482905,16310814.8,851802,15.287794297135743
387,22.90406924509412,12807814.8,176279,11.37732473388384
1097,25.910651642787165,15448689.8,483655,14.147937752996112
1906,29.275826172199935,17134246.05,651803,17.4954678986333
1982,29.62708104866933,17364796.04,642395,17.821241781286126
1670,27.93112570837889,16652827.3,936230,16.14228570411612
1946,29.537596259585182,17248071.04,669404,17.654603551816788
513,24.26889326072231,13317714.8,181076,12.303869231662771
1871,29.22838644712838,17095383.55,629466,17.44191275494226
725,24.586320517129383,14092889.8,275649,12.773212530322697
774,24.617614839839558,14229314.8,290745,12.822698567455488
115,17.842945743858063,11601864.8,64388,6.147161481296142
1031,25.817016037753174,15310564.8,474690,14.013608786833304
1951,29.537596259585182,17257421.04,613352,17.689942918268073
1061,25.829211310846997,15364364.8,425281,14.04560153671897
176,19.405494234961303,11896114.8,112119,7.930774193910545
583,24.41233203039847,13578189.8,224191,12.572011480072897
1656,27.93850581567651,16676002.3,598625,15.5067244129368
814,24.6565877282272,14420489.8,273643,12.89323092914378
635,24.50681121919731,13819339.8,261817,12.53394401299008
1345,26.48531721972659,16084902.3,651157,14.608924993522937
893,24.831073102910143,14712214.8,294439,13.024654104195433
1471,27.051202620675607,16324339.8,703578,15.139371127847843
1549,27.480198226193966,16475214.8,681262,15.674037315594417
1010,25.51075757972846,15172964.8,505481,13.886937937895924
266,21.305228324763863,12298464.8,152993,9.735198104398354
264,21.305228324763863,12289514.8,179147,9.635668508824295
1468,26.98093342482905,16318864.8,889537,15.356787168561524
254,21.072852696159597,12244339.8,127459,9.564066100952632
1205,26.10316319048687,15822377.3,528979,14.324790339932258
931,24.910618767897788,14855564.8,413132,13.035206897596884
960,25.094008811140604,14973389.8,457030,13.34585872059252
180,19.7840359724619,11915389.8,86598,8.023227485106062
1524,27.287121363478537,16398814.8,668469,15.605385090815425
1571,27.550895071449265,16566427.3,713770,15.7513730954048
1832,29.02230301855948,17020889.8,660191,17.216396126684494
334,22.334074926687094,12586914.8,170348,10.704406439770052
1095,25.910651642787165,15440889.8,440383,14.075298569817887
1425,26.88868369117783,16238689.8,588054,15.182997677702016
1710,28.28854111884534,16784277.3,1068678,16.43492011954918
415,23.32317983038614,12922739.8,155279,11.74787255245573
971,25.26067814705501,15017739.8,411519,13.525028219224
1053,25.829211310846997,15335139.8,423218,13.920438394029784
1970,29.598133472634466,17291946.04,562522,17.824872529998174
1793,28.87228970499818,16946702.3,565348,17.079850458267785
1058,25.829211310846997,15353364.8,428038,14.03244345261498
206,20.228121089582736,12029264.8,150896,8.498663131993979
1412,26.85666387994306,16213852.3,691402,15.015842896528593
272,21.508922857288727,12323739.8,158237,9.803856352957792
1424,26.88868369117783,16236614.8,616232,14.961359017630434
1828,29.02230301855948,17013564.8,663171,17.223040669166885
830,24.687878302147706,14478864.8,268041,12.776098787770392
1612,27.726331295732876,16594864.8,743932,16.042262705446987
914,24.85448834534531,14790414.8,392575,13.106338254673412
1707,28.28854111884534,16778427.3,1142472,16.613739045932512
383,22.90406924509412,12790589.8,185466,11.263164684866997
454,23.65373621088103,13076789.8,166273,12.00146789196592
1187,26.08455800265584,15815314.8,492077,14.30676585482626
1020,25.69307913652241,15215489.8,498274,13.874045456181449
501,24.118771488869186,13268089.8,238613,12.29892946968075
157,18.818242702953476,11798964.8,65740,7.549957962738634
904,24.832233384925196,14752389.8,344306,13.071424897536346
1265,26.280093898645948,15985577.3,550541,14.28950897304246
934,24.910618767897788,14867489.8,374521,13.275348025394903
1557,27.480198226193966,16490764.8,658939,15.83955175404028
424,23.45952012249172,12963339.8,173588,11.557002455757672
1453,26.979015878699776,16290314.8,644281,15.192032356264324
114,17.743610416446685,11597289.8,81888,6.410063524779344
1070,25.841259649363167,15398189.8,460775,14.02726212472582
1717,28.28854111884534,16799239.8,1152568,16.653859039311257
1528,27.287121363478537,16406214.8,737763,15.466798927549585
1744,28.68533314570008,16853664.8,746349,16.74510350444096
993,25.45065365565875,15101689.8,419190,13.640676160152411
1081,25.910651642787165,15491039.8,409222,14.054643199767984
1782,28.84889682542348,16926827.3,534906,17.073249774461715
78,17.07985200511729,11431839.8,63178,5.392696427541209
1083,25.910651642787165,15498339.8,478493,13.997073347800708
678,24.5824692248219,13980089.8,249715,12.877402720414182
1475,27.051202620675607,16332414.8,825608,15.369894786600556
498,24.03485322821861,13255764.8,173981,12.299203300531316
1451,26.979015878699776,16286589.8,791946,15.279588247281083
211,20.228121089582736,12050614.8,202035,8.78042007602766
380,22.90406924509412,12777764.8,155429,11.291021639378426
197,20.051742639692595,11991289.8,133437,8.3645870619567
1534,27.287121363478537,16418802.3,680465,15.52583245908369
784,24.62911756626158,14361914.8,268106,12.887237088744868
563,24.4021875330426,13552664.8,178182,12.59576853448433
1396,26.812310712393256,16183902.3,745056,15.112751019655962
1687,28.09475513216069,16739314.8,1261348,16.50401145932017
593,24.41233203039847,13613889.8,243581,12.625715659124085
1487,27.11350650401176,16355627.3,892643,15.420285170497342
