,price(USD),averageDifficulty,cumulative total number of coins,activeAddresses,Daily Hash Rate(Trillions of hashes/s)
0,139,10076292.88,11102989.8,83564,72.128914
1,116.38,10076292.88,11106339.8,81920,73.63159971
2,106.25,10076292.88,11109764.8,82804,73.63159971
3,98.1,10076292.88,11113739.8,69959,77.13786636
4,112.9,10076292.88,11117864.8,72103,81.64592348
5,115.98,10076292.88,11122014.8,85164,81.64592348
6,112.25,10076292.88,11126214.8,109067,81.64592348
7,109.6,10076292.88,11130339.8,102388,83.14860919
8,113.2,10076292.88,11134439.8,81894,83.14860919
9,112.8,10076292.88,11138739.8,84293,87.65666632
10,117.7,10076292.88,11143289.8,80910,89.15935203
11,115.64,10301130.95,11147489.8,69607,89.15935203
12,114.82,11187257.46,11151839.8,82796,81.74987297
13,117.98,11187257.46,11155689.8,83723,81.74987297
14,111.4,11187257.46,11159214.8,84715,81.74987297
15,114.22,11187257.46,11162914.8,84113,89.53557516
16,118.21,11187257.46,11166939.8,78407,81.74987297
17,123.5,11187257.46,11170664.8,68328,81.74987297
18,123.21,11187257.46,11174564.8,64189,76.74477871
19,122.5,11187257.46,11177789.8,71628,82.86211614
20,122.02,11187257.46,11181564.8,82536,82.86211614
21,122.89,11187257.46,11185464.8,74758,89.53557516
22,123.8,11187257.46,11189814.8,83223,90.09169674
23,126.3,11187257.46,11194039.8,84914,90.09169674
24,133.1,11450754.07,11198164.8,69588,97.26804906
25,131.99,12153411.71,11202239.8,69622,103.9136922
26,133.5,12153411.71,11206639.8,73955,103.9136922
27,129.77,12153411.71,11210589.8,76189,101.4970947
28,129,12153411.71,11214789.8,80522,102.101244
29,132.25,12153411.71,11219264.8,78185,102.101244
30,128.8,12153411.71,11223639.8,75446,119.6215759
31,128.82,12153411.71,11228964.8,67761,123.2464721
32,129.3,12153411.71,11233939.8,65817,123.2464721
33,122.5,12153411.71,11239264.8,79845,126.8713683
34,120.74,12153411.71,11244589.8,78619,156.7035621
35,121.4,13466756.64,11249189.8,78652,156.7035621
36,121.9,15605632.68,11253714.8,73256,124.8973935
37,118.97,15605632.68,11257739.8,73768,130.327715
38,111,15605632.68,11262264.8,58257,130.327715
39,107.89,15605632.68,11266239.8,56600,139.6368375
40,100.44,15605632.68,11270589.8,60963,136.5337967
41,106.35,15605632.68,11275089.8,66609,136.5337967
42,109,15605632.68,11280164.8,63763,149.7217202
43,108.78,15605632.68,11284814.8,66341,133.4307558
44,103.95,15605632.68,11289314.8,75762,133.4307558
45,100,15605632.68,11293639.8,53810,145.067159
46,99.8,15948722.6,11298264.8,48785,148.0494004
47,99.9,19339258.27,11301889.8,56902,148.0494004
48,101.95,19339258.27,11305389.8,63562,120.1699679
49,107.05,19339258.27,11308789.8,69145,140.3585225
50,108.25,19339258.27,11312639.8,67644,140.3585225
51,111.29,19339258.27,11316839.8,69098,165.3538758
52,109.5,19339258.27,11321239.8,58577,169.1993148
53,108.2,19339258.27,11325364.8,52055,169.1993148
54,107.9,19339258.27,11329114.8,64862,142.281242
55,102.09,19339258.27,11333039.8,61381,181.6969915
56,103.33,19339258.27,11337389.8,64996,181.6969915
57,104,19339258.27,11341564.8,61024,161.5084369
58,101.74,19339258.27,11345789.8,68612,170.754179
59,94.66,20177844.25,11350014.8,60980,170.754179
60,95,21335329.11,11353839.8,50485,162.2694993
61,97.51,21335329.11,11357764.8,68676,166.5118392
62,88.05,21335329.11,11361589.8,64157,166.5118392
63,90.4,21335329.11,11366189.8,66024,180.2994437
64,78.89,21335329.11,11370314.8,60868,187.7235384
65,79.99,21335329.11,11374964.8,60509,187.7235384
66,68.5,21335329.11,11379639.8,56535,198.3293881
67,68.75,21335329.11,11384289.8,48847,197.2688031
68,76.5,21335329.11,11389089.8,63045,197.2688031
69,76,21335329.11,11393714.8,67986,181.3600287
70,76.72,21335329.11,11398589.8,64858,249.7082121
71,88,26107386.64,11402939.8,73357,249.7082121
72,88.98,26162875.68,11406789.8,78450,196.3851043
73,93.99,26162875.68,11410714.8,63116,211.9918675
74,98.7,26162875.68,11415014.8,48402,211.9918675
75,93.61,26162875.68,11419114.8,62325,213.2924311
76,98.89,26162875.68,11423214.8,66221,219.7952492
77,96.71,26162875.68,11427814.8,63007,219.7952492
78,98.5,26162875.68,11431839.8,63178,219.7952492
79,90.07,26162875.68,11436114.8,58759,243.205394
80,92,26162875.68,11440764.8,52399,243.205394
81,89.82,26162875.68,11445739.8,51123,279.6825502
82,92,27181692.69,11449864.8,60318,225.2998321
83,91.6,31256960.73,11453389.8,64299,225.2998321
84,95.56,31256960.73,11457364.8,65888,212.8694965
85,94.5,31256960.73,11461014.8,66440,276.5749663
86,96.95,31256960.73,11465114.8,62558,276.5749663
87,96.02,31256960.73,11469639.8,52438,275.0211744
88,94.4,31256960.73,11473839.8,49179,257.929463
89,98.6,31256960.73,11478289.8,67473,257.929463
90,101.49,31256960.73,11483214.8,69872,309.2045972
91,107.95,31256960.73,11487964.8,80899,287.4515099
92,106.21,31256960.73,11492389.8,114305,287.4515099
93,104.86,31256960.73,11497189.8,74758,332.7260031
94,104.5,34144398.57,11501439.8,60484,317.8555673
95,104.95,37392766.14,11505914.8,60253,317.8555672
96,105.12,37392766.14,11510639.8,73171,351.314048
97,106.72,37392766.14,11515389.8,71546,327.1495897
98,106.75,37392766.14,11520039.8,75667,327.1495897
99,106.75,37392766.14,11525164.8,72376,386.6313333
100,103.07,37392766.14,11530039.8,64633,369.9020929
101,102.8,37392766.14,11535289.8,59304,369.9020929
102,103,37392766.14,11540689.8,54134,425.6662275
103,105,37392766.14,11546089.8,103392,484.9527656
104,106.99,39812328.46,11550664.8,74994,484.9527656
105,109.56,50810339.05,11554864.8,78215,421.8078742
106,112.56,50810339.05,11559114.8,75757,434.4368525
107,110,50810339.05,11563314.8,82518,434.4368525
108,108.99,50810339.05,11568064.8,61411,497.5817439
109,112.75,50810339.05,11572914.8,57548,449.5916264
110,113.38,50810339.05,11577339.8,78552,449.5916264
111,119,50810339.05,11582089.8,79844,520.3139047
112,121.21,50810339.05,11586989.8,82676,525.365496
113,123.3,50810339.05,11592389.8,83887,525.365496
114,122,50810339.05,11597289.8,81888,607.9322986
115,118.51,56116797.36,11601864.8,64388,467.3888102
116,119.6,65750060.15,11605639.8,68611,467.3888102
117,122.11,65750060.15,11609789.8,75772,562.1739535
118,120.07,65750060.15,11614014.8,95012,545.8316874
119,126.48,65750060.15,11618464.8,83875,545.8316874
120,122.62,65750060.15,11623189.8,74884,634.0799243
121,122.35,65750060.15,11628314.8,89611,702.7174419
122,133.09,65750060.15,11633889.8,88163,702.7174419
123,135.14,65750060.15,11639414.8,57000,768.0865063
124,138.63,65750060.15,11644789.8,62790,604.6638454
125,135.61,65750060.15,11649639.8,72100,604.6638454
126,136.53,81734745.96,11653714.8,76878,704.3985918
127,126.76,86933017.77,11658189.8,70424,821.0781131
128,126.49,86933017.77,11662814.8,73269,821.0781131
129,118.89,86933017.77,11666439.8,62593,643.8980992
130,124.13,86933017.77,11670364.8,56485,834.0425044
131,121.86,86933017.77,11675439.8,73995,834.0425044
132,127.27,86933017.77,11680214.8,70670,868.6142144
133,125.89,86933017.77,11685214.8,74674,898.8644607
134,135.55,86933017.77,11690539.8,77030,898.8644606
135,132.83,86933017.77,11695639.8,66571,933.4361707
136,135.01,87168756.59,11701089.8,54053,1024.579581
137,129.4,112628548.7,11705614.8,54801,1024.579581
138,130.86,112628548.7,11709464.8,69776,990.9868074
139,131.59,112628548.7,11713939.8,73046,845.4181239
140,131.71,112628548.7,11718064.8,79094,845.4181239
141,131.37,112628548.7,11722814.8,79120,1080.567536
142,129.7,112628548.7,11727814.8,77102,1046.974763
143,126.95,112628548.7,11732539.8,66368,1046.974763
144,127.87,112628548.7,11737614.8,63585,1237.33381
145,128.98,112628548.7,11742864.8,80538,1125.3579
146,126.05,112628548.7,11748164.8,78401,1125.3579
147,127.38,125804756.6,11753314.8,78496,1265.031076
148,128.21,148819199.8,11757364.8,78179,1302.020289
149,128.94,148819199.8,11761814.8,78099,1302.020289
150,133.77,148819199.8,11766239.8,68927,1242.837548
151,134.9,148819199.8,11770489.8,71310,1213.246178
152,137.15,148819199.8,11774564.8,80455,1213.246178
153,132.68,148819199.8,11779239.8,89788,1279.826761
154,132.05,148819199.8,11784014.8,105735,1538.75125
155,114.45,148819199.8,11788989.8,90270,1538.75125
156,123.41,148819199.8,11793489.8,77846,1560.944778
157,128.63,148819199.8,11798964.8,65740,1900.662831
158,128.36,164129164.5,11803589.8,61105,1900.662831
159,129.43,189281249.3,11807489.8,76596,1467.838622
160,126.74,189281249.3,11811514.8,76020,1721.887615
161,125.85,189281249.3,11815989.8,80276,1721.887615
162,130.67,189281249.3,11820789.8,80598,1665.432283
163,130.75,189281249.3,11825414.8,79795,1853.616722
164,130.9,189281249.3,11830764.8,66977,1853.616722
165,135.19,189281249.3,11836289.8,87648,2427.57926
166,139.27,189281249.3,11842539.8,82482,2333.487041
167,140.77,189281249.3,11849039.8,85589,2333.487041
168,145.65,219914106.5,11854289.8,93270,2382.309675
169,142.41,267731249.5,11858464.8,81452,2302.45572
170,146.37,267731249.5,11863264.8,86021,2302.45572
171,155.91,267731249.5,11868839.8,92551,2874.742402
172,171.66,267731249.5,11873814.8,73525,2675.107513
173,174.8,267731249.5,11879089.8,96421,2675.107513
174,182.65,267731249.5,11885214.8,109555,2808.197439
175,193.36,267731249.5,11890739.8,108022,2781.579453
176,214.3,267731249.5,11896114.8,112119,2781.579453
177,197.69,267731249.5,11901989.8,101197,3867.201912
178,187.45,373329139.3,11906539.8,73940,3439.672053
179,176.6,390928787.6,11911014.8,65295,3439.672053
180,196.21,390928787.6,11915389.8,86598,3051.008544
181,198.55,390928787.6,11919389.8,85461,3808.902386
182,204.39,390928787.6,11924264.8,95946,3808.902386
183,199.83,390928787.6,11929539.8,96937,3692.303334
184,203.9,390928787.6,11934739.8,87053,4216.99907
185,205.81,390928787.6,11939789.8,77879,4216.99907
186,205.99,390928787.6,11944589.8,83335,3886.635088
187,214.66,390928787.6,11949464.8,100576,3303.639825
188,229.21,412308267.3,11953814.8,117722,3303.639825
189,244.78,510929738,11957889.8,131397,3911.362076
190,261.68,510929738,11961489.8,130495,3377.99452
191,297.85,510929738,11964839.8,130741,3377.99452
192,338.58,510929738,11968539.8,129810,4266.940446
193,348.82,510929738,11972814.8,117024,4952.698733
194,325.41,510929738,11977489.8,116256,4952.698733
195,343.06,510929738,11982514.8,116404,4774.909547
196,360.97,510929738,11986714.8,122999,4292.338902
197,406.41,510929738,11991289.8,133437,4292.338902
198,419.41,510929738,11995439.8,120001,4978.097188
199,417.28,510929738,12000289.8,103890,5847.426832
200,440.96,542721009.6,12004939.8,107736,5847.426832
201,496.58,609482679.9,12008839.8,164698,4696.119995
202,712.76,609482679.9,12012864.8,207754,4938.500381
203,577.98,609482679.9,12016964.8,165510,4938.500381
204,594.32,609482679.9,12020714.8,188789,5029.393026
205,724.07,609482679.9,12025014.8,165422,4908.202833
206,771.7,609482679.9,12029264.8,150896,4908.202833
207,795.63,609482679.9,12033464.8,124672,5453.558703
208,773.02,609482679.9,12037789.8,143017,4968.79793
209,805.73,609482679.9,12041764.8,179512,4968.79793
210,923.85,609482679.9,12046089.8,199264,5514.1538
211,1003.38,609482679.9,12050614.8,202035,6505.60945
212,1042.01,634388613.6,12054939.8,189629,6505.60945
213,1129.37,707408283.1,12059339.8,163655,6857.264015
214,1128.92,707408283.1,12064214.8,166644,5731.969408
215,951.42,707408283.1,12068189.8,178033,5731.969408
216,1046.4,707408283.1,12073189.8,174151,6224.285799
217,1077.58,707408283.1,12077464.8,184281,6013.29306
218,1152.73,707408283.1,12081714.8,184047,6013.29306
219,1042.38,707408283.1,12086914.8,169434,6751.767646
220,835.32,707408283.1,12091789.8,150899,6294.616711
221,697.31,707408283.1,12096664.8,114536,6294.616711
222,793.8,707408283.1,12101064.8,156258,9076.027624
223,892.32,775435718.8,12105864.8,154546,7134.389874
224,989.07,908350862.4,12109989.8,152924,7134.389874
225,882.78,908350862.4,12114064.8,130826,7495.624804
226,874.98,908350862.4,12118414.8,144947,9030.873258
227,899.85,908350862.4,12123364.8,149175,9030.873258
228,875.29,908350862.4,12127789.8,141316,8714.792694
229,880.33,908350862.4,12132814.8,177669,8895.410159
230,706.37,908350862.4,12137889.8,158826,8895.410159
231,678.2,908350862.4,12142864.8,181247,9753.343119
232,519.06,908350862.4,12148514.8,157747,9121.181991
233,694.22,908350862.4,12152964.8,153561,9121.181991
234,619.9,1067492473,12156989.8,127412,9744.865734
235,601.78,1180923195,12161214.8,124084,9333.937661
236,613.06,1180923195,12165489.8,152460,9333.937661
237,672.36,1180923195,12169714.8,130523,10097.0898
238,666.31,1180923195,12173764.8,130234,10508.01787
239,683.94,1180923195,12178264.8,122662,10508.01787
240,763.28,1180923195,12182864.8,126405,9627.457714
241,737.98,1180923195,12186614.8,115925,8805.601567
242,728.05,1180923195,12190814.8,129269,8805.601567
243,741.35,1180923195,12195139.8,152688,9920.977766
244,760.32,1180923195,12199739.8,119177,11740.80209
245,754.97,1180923195,12204864.8,97260,11740.80209
246,773.44,1406071639,12208214.8,137759,11493.6341
247,802.85,1418481395,12212239.8,143113,10435.93771
248,823.27,1418481395,12215764.8,116601,10435.93771
249,858.55,1418481395,12220589.8,136208,12480.81739
250,936.05,1418481395,12225239.8,178920,13185.94832
251,946.49,1418481395,12229664.8,142544,13185.94832
252,795.99,1418481395,12234489.8,147462,12762.86976
253,841.47,1418481395,12239664.8,134119,14243.64471
254,846.69,1418481395,12244339.8,127459,14243.64471
255,867.32,1418481395,12249589.8,130048,13397.4876
256,919.6,1418481395,12254764.8,117029,18058.64887
257,860.19,1730264288,12258989.8,152181,18058.64887
258,843.17,1789546951,12263039.8,131488,15211.96531
259,833.12,1789546951,12267639.8,132929,17791.77229
260,860.29,1789546951,12272264.8,132450,17791.77229
261,834.49,1789546951,12276064.8,129277,14500.29442
262,816.07,1789546951,12280414.8,106540,16368.43051
263,839.66,1789546951,12284639.8,108829,16368.43051
264,871.39,1789546951,12289514.8,179147,15300.92417
265,869.65,1789546951,12293664.8,159734,16902.18368
266,867.21,1789546951,12298464.8,152993,16902.18368
267,845.46,1789546951,12302889.8,150317,21375.12675
268,822.43,1941427191,12307614.8,142621,16903.79922
269,796.24,2193847870,12311739.8,126975,16903.79922
270,853.68,2193847870,12315539.8,125563,17558.13983
271,884.6,2193847870,12319889.8,170533,18103.42368
272,774.02,2193847870,12323739.8,158237,18103.42368
273,809.96,2193847870,12327539.8,141294,17449.08306
274,826.02,2193847870,12331939.8,151799,20066.44552
275,818.43,2193847870,12336539.8,149073,20066.44552
276,828.61,2193847870,12341264.8,135007,19412.10491
277,832.9,2193847870,12345914.8,135418,21157.01322
278,824.08,2193847870,12350439.8,172443,21157.01322
279,823.77,2193847870,12354739.8,169020,22283.13349
280,829.96,2468705673,12358939.8,156801,21761.8906
281,815.59,2621404453,12363489.8,163365,21761.8906
282,783.2,2621404453,12367364.8,165384,22804.37638
283,699.57,2621404453,12371914.8,148083,19676.91905
284,671.46,2621404453,12375364.8,129082,19676.91905
285,681.32,2621404453,12379264.8,171347,21761.8906
286,683.5,2621404453,12383364.8,154758,21761.8906
287,672.38,2621404453,12387814.8,215023,21761.8906
288,651.08,2621404453,12392264.8,163942,24889.34793
289,601.17,2621404453,12397039.8,177111,23455.92999
290,660.9,2621404453,12401714.8,150317,23455.92999
291,651.3,2621404453,12406589.8,127413,25824.93977
292,614.23,3123016159,12410464.8,180256,25980.5117
293,627.16,3129573175,12414539.8,158095,25980.5117
294,625.97,3129573175,12419539.8,177443,26602.7994
295,623.09,3129573175,12423964.8,180978,26136.08362
296,556.88,3129573175,12427764.8,178647,26136.08362
297,574.24,3129573175,12432264.8,155205,28314.09059
298,606.47,3129573175,12436464.8,163493,28314.09059
299,606.04,3129573175,12441239.8,215087,28314.09059
300,540.24,3129573175,12445264.8,209147,28158.51867
301,537.04,3129573175,12449864.8,201181,28314.09059
302,581.65,3129573175,12454564.8,185097,28314.09059
303,579.7,3440425944,12459089.8,196527,28072.73751
304,549.92,3815723799,12462689.8,181720,28262.41817
305,567.23,3815723799,12466189.8,159491,28262.41817
306,562.56,3815723799,12469889.8,237378,26365.61158
307,668.24,3815723799,12473614.8,232481,30538.58608
308,666.24,3815723799,12477514.8,202141,30538.58608
309,664.52,3815723799,12481839.8,195768,31676.67003
310,664.31,3815723799,12485989.8,180964,33194.1153
311,629.66,3815723799,12490189.8,171371,33194.1153
312,616.31,3815723799,12494664.8,173517,31297.30871
313,636.33,3815723799,12498389.8,208074,31866.35069
314,627.95,3815723799,12502589.8,190771,31866.35069
315,631.91,3815723799,12507139.8,203507,35706.23191
316,633.62,4218033170,12511189.8,193728,29367.84755
317,638.14,4250217920,12514514.8,192303,29367.84755
318,629.37,4250217920,12518639.8,146839,33382.15765
319,636.5,4250217920,12522914.8,140557,37607.74722
320,630.92,4250217920,12526939.8,189493,37607.74722
321,621.84,4250217920,12530589.8,142941,32748.31921
322,613.9,4250217920,12534589.8,165225,35283.67296
323,609.74,4250217920,12539014.8,166795,35283.67296
324,588.29,4250217920,12543664.8,189846,37185.18827
325,571.18,4250217920,12547914.8,169614,43312.29315
326,565.76,4250217920,12553264.8,149513,43312.29315
327,562.51,4270341395,12557964.8,192803,37582.75087
328,585.03,5006860589,12561889.8,166917,39324.9976
329,583.48,5006860589,12565864.8,169354,39324.9976
330,580.26,5006860589,12570189.8,183144,45547.30735
331,477.14,5006860589,12574539.8,182899,42560.59867
332,501.71,5006860589,12578914.8,145206,42560.59867
333,492.37,5006860589,12582414.8,167312,41813.9215
334,462.3,5006860589,12586914.8,170348,44551.73779
335,457,5006860589,12591189.8,179680,44551.73779
336,479.14,5006860589,12596114.8,179055,51769.6171
337,436.44,5006860589,12601214.8,169394,50027.37037
338,445.66,5006860589,12606089.8,178172,50027.37037
339,446.67,5560039346,12610364.8,153922,43198.27922
340,463.4,6119726089,12614139.8,183742,44415.13216
341,461.47,6119726089,12617914.8,158684,44415.13216
342,447.61,6119726089,12621264.8,165204,44110.91892
343,453.18,6119726089,12625289.8,178880,53237.31594
344,442.26,6119726089,12629164.8,182889,53237.31594
345,363.71,6119726089,12633389.8,169498,48674.11743
346,420.89,6119726089,12637414.8,132127,60538.43356
347,421.46,6119726089,12642089.8,172558,60538.43356
348,414.83,6119726089,12646914.8,183171,59321.58062
349,458.37,6119726089,12651464.8,198896,45327.77186
350,522.18,6119726089,12655439.8,184755,45327.77186
351,529.07,6328150817,12659664.8,157385,54119.54337
352,495.8,6978842650,12663664.8,149225,56547.98442
353,479.58,6978842650,12667639.8,140864,56547.98442
354,501.75,6978842650,12672089.8,164132,61404.86652
355,497.74,6978842650,12676364.8,142023,53425.70307
356,495.45,6978842650,12680214.8,183491,53425.70307
357,488.36,6978842650,12684339.8,155849,50997.26202
358,490.83,6978842650,12688114.8,166389,56894.90457
359,500.09,6978842650,12692664.8,181616,56894.90457
360,461.7,6978842650,12696739.8,135222,57935.66502
361,457.24,6978842650,12701164.8,171817,57588.74487
362,430.72,6978842650,12704964.8,167470,57588.74487
363,439.98,7026656895,12709239.8,169231,58067.92463
364,446.89,8000872136,12712664.8,166561,66817.88587
365,447.63,8000872136,12717064.8,154494,66817.88587
366,457.36,8000872136,12721089.8,143657,57272.47361
367,449.4,8000872136,12724639.8,116955,60454.2777
368,438.52,8000872136,12728414.8,156430,60454.27769
369,434.78,8000872136,12731539.8,148045,73976.94507
370,433.36,8000872136,12736389.8,168300,64829.25832
371,429.34,8000872136,12740364.8,161715,64829.25832
372,438.68,8000872136,12744539.8,166672,66022.43485
373,440.18,8000872136,12748789.8,162493,70397.41547
374,450.46,8000872136,12753264.8,135417,70397.41547
375,453.92,8000872136,12757064.8,165300,69096.59676
376,438.3,8359564502,12761164.8,154712,74817.97102
377,441.53,8853416309,12765214.8,149382,74817.97102
378,440.59,8853416309,12768964.8,160707,73057.54817
379,444.14,8853416309,12773239.8,176834,80099.23956
380,447.39,8853416309,12777764.8,155429,80099.23956
381,448.12,8853416309,12782089.8,148230,67776.27963
382,448.7,8853416309,12786389.8,177592,77898.711
383,446.08,8853416309,12790589.8,185466,77898.711
384,446.3,8853416309,12795014.8,190988,78338.81671
385,485.8,8853416309,12799389.8,157821,73497.65388
386,492.05,8853416309,12803689.8,162929,73497.65388
387,525.72,8853416309,12807814.8,176279,87319.1201
388,521.05,9612949943,12811664.8,124954,78483.25676
389,525.23,10455720139,12815689.8,187257,78483.25676
390,571.39,10455720139,12819639.8,170969,67048.61008
391,582.59,10455720139,12823039.8,179075,91996.9301
392,571.91,10455720139,12827264.8,184279,91996.9301
393,576.33,10455720139,12830789.8,171711,84720.33676
394,568.18,10455720139,12834964.8,152355,79003.01342
395,615.69,10455720139,12838639.8,146489,79003.01342
396,623.69,10455720139,12843014.8,191153,93036.44344
397,629.65,10455720139,12847839.8,175324,97714.25344
398,660.55,10455720139,12852289.8,187100,97714.25344
399,666.77,10455720139,12856814.8,171267,75364.71675
400,641.07,10584091696,12860614.8,183219,86494.36212
401,659.28,11756551917,12864089.8,174187,86494.36212
402,653.52,11756551917,12867964.8,140292,87663.20486
403,654.99,11756551917,12871364.8,173347,79481.30574
404,655.64,11756551917,12875264.8,166164,79481.30574
405,650.04,11756551917,12879439.8,178906,85325.51939
406,653.19,11756551917,12883089.8,173915,90585.31168
407,633.43,11756551917,12887389.8,175276,90585.31168
408,585.7,11756551917,12891464.8,173777,102858.1604
409,600.75,11756551917,12895914.8,149467,108702.374
410,575.93,11756551917,12900664.8,176492,108702.374
411,592.65,11756551917,12905364.8,177670,104027.0031
412,591.59,11756551917,12909964.8,185054,113768.8429
413,609.77,13171043650,12913914.8,168031,113768.8429
414,608.07,13462580115,12918089.8,158756,123807.2702
415,597.4,13462580115,12922739.8,155279,126484.1841
416,593.68,13462580115,12927389.8,153727,126484.1841
417,595.9,13462580115,12931889.8,184070,105738.101
418,602.16,13462580115,12936289.8,163312,132507.2405
419,593.97,13462580115,12940989.8,175672,132507.2405
420,581.81,13462580115,12945664.8,175359,114438.0713
421,566.14,13462580115,12949939.8,159176,125145.7271
422,581.3,13462580115,12954864.8,167889,125145.7271
423,599.08,13462580115,12959414.8,143667,145472.7434
424,596.33,15429083781,12963339.8,173588,104506.2812
425,602.62,16818461371,12966639.8,182748,104506.2812
426,641.39,16818461371,12969964.8,186223,116210.9847
427,641.04,16818461371,12973389.8,181987,111194.6832
428,650.77,16818461371,12976864.8,161249,111194.6832
429,644.65,16818461371,12981014.8,144678,127079.6379
430,629.95,16818461371,12984814.8,128220,124571.4872
431,631.77,16818461371,12988364.8,183763,124571.4872
432,635.46,16818461371,12992114.8,185952,135440.1404
433,622.57,16818461371,12995864.8,214002,132931.9897
434,625.22,16818461371,13000014.8,184681,132931.9897
435,624.83,16818461371,13003739.8,171179,125407.5374
436,616.66,16818461371,13007639.8,170489,137948.2912
437,631.88,16834953588,13011564.8,153831,137948.2912
438,634.22,17336316979,13015564.8,188386,124959.9838
439,626.56,17336316979,13018939.8,162413,118927.4328
440,620,17336316979,13022914.8,179084,118927.4328
441,622.01,17336316979,13026514.8,167273,147366.6015
442,616.54,17336316979,13030814.8,175064,137025.0856
443,622.37,17336316979,13035114.8,170489,137025.0856
444,629.17,17336316979,13039539.8,151903,146504.8085
445,628.56,17336316979,13043414.8,187533,128407.1557
446,623.95,17336316979,13047289.8,164076,128407.1557
447,622.27,17336316979,13050839.8,166594,125821.7767
448,621.12,17336316979,13054489.8,176754,128407.1557
449,619.5,17336316979,13058064.8,177638,128407.1557
450,601.51,17439393635,13062139.8,176867,130395.0986
451,601.54,18736441558,13065489.8,138508,149954.3634
452,595.67,18736441558,13069314.8,183882,149954.3634
453,594.14,18736441558,13073064.8,174441,138777.6407
454,585.55,18736441558,13076789.8,166273,162993.8733
455,584.74,18736441558,13081089.8,182567,162993.8733
456,567.37,18736441558,13084939.8,180414,142503.215
457,586.2,18736441558,13088864.8,174617,157405.5119
458,594.9,18736441558,13092939.8,142013,157405.5119
459,588.89,18736441558,13096789.8,171114,125738.1308
460,586.23,18736441558,13099989.8,175562,122943.9502
461,589.01,18736441558,13103364.8,199308,122943.9502
462,585.95,18736441558,13107464.8,204094,146228.7892
463,584.65,18736441558,13111464.8,179492,157903.3291
464,588.88,19534776726,13115414.8,173894,157903.3291
465,592.47,19729645941,13119964.8,151344,175557.1175
466,589.17,19729645941,13124389.8,199428,178499.4155
467,591.28,19729645941,13128939.8,196052,178499.4155
468,576.51,19729645941,13133289.8,200262,153980.265
469,570.38,19729645941,13136914.8,197212,166730.2233
470,546.18,19729645941,13141414.8,198097,166730.2233
471,511.14,19729645941,13145539.8,194468,167710.9893
472,497.83,19729645941,13149489.8,182919,161826.3932
473,519.14,19729645941,13153739.8,200708,161826.3932
474,491.51,19729645941,13158689.8,194376,202037.8
475,461.48,20349111934,13163339.8,187501,187281.3463
476,485.07,23844670039,13167564.8,187301,187281.3463
477,510.45,23844670039,13171689.8,193839,190837.3213
478,517.58,23844670039,13175614.8,182544,186096.0214
479,513.39,23844670039,13179664.8,150731,186096.0214
480,498.29,23844670039,13183314.8,206396,158833.5469
481,508.22,23844670039,13186739.8,180432,196763.9462
482,502.54,23844670039,13191064.8,190227,196763.9462
483,512.19,23844670039,13195289.8,188383,214543.8208
484,510.88,23844670039,13199614.8,193251,196763.9462
485,508.42,23844670039,13203864.8,166050,196763.9462
486,508.59,23844670039,13208414.8,166215,231138.3705
487,502.9,23901860904,13213114.8,191493,204522.6957
488,477.79,27428630902,13216514.8,191798,204522.6957
489,474.48,27428630902,13220189.8,189170,216794.0574
490,476.87,27428630902,13224414.8,172493,227701.9345
491,477.68,27428630902,13228364.8,179396,227701.9345
492,489.67,27428630902,13231989.8,184256,229065.4191
493,483.34,27428630902,13236464.8,156318,223611.4806
494,485.13,27428630902,13240339.8,234683,223611.4806
495,481.81,27428630902,13243939.8,193143,179979.9722
496,474.88,27428630902,13247589.8,233688,212703.6035
497,475.48,27428630902,13251514.8,229112,212703.6035
498,479.62,27428630902,13255764.8,173981,219521.0267
499,479.58,27428630902,13259614.8,168305,241336.7809
500,477.79,27800072130,13264139.8,154090,241336.7809
501,479.12,29829733124,13268089.8,238613,219460.9233
502,477.77,29829733124,13272039.8,192841,250600.6489
503,474.86,29829733124,13276314.8,220221,250600.6489
504,465.86,29829733124,13280964.8,193625,274326.1542
505,456.86,29829733124,13285439.8,193225,240220.7404
506,424.1,29829733124,13289714.8,170402,240220.7404
507,394.67,29829733124,13294114.8,168990,259497.7134
508,408.08,29829733124,13298214.8,204079,232806.52
509,399.1,29829733124,13302414.8,205215,232806.52
510,402.09,29829733124,13306164.8,199169,241703.5845
511,435.75,29829733124,13310064.8,189793,241703.5845
512,423.16,30419649105,13314364.8,199989,241703.5845
513,411.43,34661425924,13317714.8,181076,220547.69
514,403.56,34661425924,13321064.8,170597,239501.0072
515,399.47,34661425924,13324314.8,235291,239501.0072
516,376.93,34661425924,13327739.8,194193,261900.3819
517,376.09,34661425924,13331564.8,219697,249839.1801
518,387.43,34661425924,13335439.8,211997,249839.1801
519,383.99,34661425924,13338889.8,184209,242947.0648
520,375.18,34661425924,13342539.8,176285,246393.1225
521,359.89,34661425924,13346389.8,165372,246393.1225
522,328.92,34661425924,13350614.8,249289,275684.6125
523,320.39,34661425924,13354639.8,189652,260177.3531
524,330.58,34661425924,13357989.8,204076,260177.3531
525,336.12,34661425924,13361589.8,192165,247077.5603
526,352.75,34758212115,13365289.8,188828,276657.2683
527,364.69,35002482026,13369164.8,199833,276657.2683
528,361.36,35002482026,13372764.8,164737,257517.4572
529,362.61,35002482026,13376464.8,245276,266217.3713
