date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,generatedCoins,cumulative total number of coins,fees,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
22/7/2015,251113657.2,95455902.38,131105,3973088678,275.66,19389800,295223,3850,14412764.8,27.36251591,51076366304,208545,30.21533518,0.0001,71315681,154
23/7/2015,258524717.7,90857532.52,109480,3998222958,277.34,18531300,256642,3500,14416264.8,26.58585451,51076366304,180185,51.31771784,0.0001,56191516,140
24/7/2015,296295309.2,100082674,109749,3980209093,276.01,37199400,273643,4225,14420489.8,23.27602155,51076366304,198224,53.10448961,0.0001,63593592,169
25/7/2015,193556191.4,82849842.81,100390,4156506320,288.16,20662200,243986,3850,14424339.8,20.24099182,51607092413,184028,29.47068511,0.0001,54624758,154
26/7/2015,150032952.3,59338227.66,92632,4164455438,288.64,16032300,298836,3600,14427939.8,21.17046613,52278304846,353458,39.49918614,0.0001,62463054,144
27/7/2015,253982099,94075921.7,115077,4223379486,292.64,30592000,285200,3725,14431664.8,31.33315906,52278304846,427984,53.43840512,0.0001,79283636,149
28/7/2015,315552110.4,108943911.6,118214,4238564588,293.63,25453600,298291,3400,14435064.8,27.90367841,52278304846,355644,51.943147,0.0001,78127580,136
29/7/2015,283712337.1,109955483,143048,4251996720,294.48,24672600,321419,3800,14438864.8,39.00263677,52278304846,1391580,67.57518843,0.000123,127714101,152
30/7/2015,264750092.1,102155903.6,123443,4175312409,289.1,21635800,276124,3350,14442214.8,34.02627027,52278304846,1078991,72.67942199,0.0001113,104205454,134
31/7/2015,254458235.2,94207506.68,147352,4156150162,287.7,23629100,303868,3775,14445989.8,37.75865133,52278304846,1473022,56.54230531,0.00010624,114170596,151
1/8/2015,198199560.3,68416561.9,147326,4113770874,284.69,18995000,298805,3875,14449864.8,32.67417545,52278304846,1537131,30.75498099,0.0001,113125782,155
2/8/2015,156828970.5,59881895.23,103449,4053611561,280.45,17722200,298371,3775,14453639.8,20.81821964,52278304846,430311,25.48042498,0.0001,64655436,151
3/8/2015,236586716.2,98461385.58,119687,4088738520,282.81,21474100,298021,3925,14457564.8,27.09518893,52278304846,316409,46.03898776,0.0001,71430691,157
4/8/2015,276858684.1,121536179.6,132411,4066859604,281.23,21908700,293112,3400,14460964.8,35.18586297,52278304846,1171795,68.90135,0.00013001,108470847,136
5/8/2015,313390873.1,130643608.3,133625,4120213574,284.85,20128000,316578,3325,14464289.8,33.89808802,52278304846,1241824,80.88655861,0.000113,106528620,133
6/8/2015,288321945.1,147983721.3,134695,4078622910,281.91,18792100,295691,3575,14467864.8,37.05030425,52278304846,1365143,53.80145224,0.00018225,112278817,143
7/8/2015,273598398.8,107836035,111208,4033837145,278.74,42484800,272880,3425,14471289.8,25.06010357,52278304846,440197,50.67999949,0.0001,68253530,137
8/8/2015,290715872.3,121510025.8,101351,4049315839,279.74,58533000,273178,4025,14475314.8,22.40730609,52516565208,223796,34.14119,0.0001,56415845,161
9/8/2015,301194318.6,196721718.9,90392,3780792740,261.12,23789600,268041,3550,14478864.8,19.00348649,52699842409,223451,34.74662738,0.0001,52334696,142
10/8/2015,292242357.2,121294991.5,116674,3844980025,265.48,20979400,292852,4175,14483039.8,28.5686514,52699842409,228666,47.98287113,0.0001,75217772,167
11/8/2015,278408375.2,111756859.8,114579,3829496404,264.34,25433900,269443,4050,14487089.8,26.09037644,52699842409,200789,52.841566,0.0001,66487238,162
12/8/2015,327785021.6,154507104.3,117772,3921036595,270.6,26815400,277814,3150,14490239.8,25.59291304,52699842409,213010,53.93154063,0.0001,63403679,126
13/8/2015,331948542.5,134117292.4,117360,3858026229,266.18,27685500,276354,3675,14493914.8,24.68525201,52699842409,208700,47.9124,0.0001,65275260,147
14/8/2015,325156154.1,160894535.6,111113,3829244485,264.13,27091200,272463,3550,14497464.8,24.26238231,52699842409,205800,46.17885952,0.0001,61538350,142
15/8/2015,255704773.4,152899681.2,94807,3850471890,265.53,19321100,268287,3425,14500889.8,20.52411841,52699842409,215371,30.73925039,0.0001,53632516,137
16/8/2015,262199667.3,147331469.2,89360,3798236242,261.87,29717000,279628,3450,14504339.8,18.9535101,52699842409,231726,37.08100673,0.0001,52244404,138
17/8/2015,354996005.2,171049817.3,114902,3750147084,258.49,21617900,283851,3675,14508014.8,23.50533255,52699842409,209519,52.93687795,0.0001,62529084,147
18/8/2015,436522649.9,247958770.4,119657,3742972152,257.93,42147200,302537,3525,14511539.8,25.60465587,52699842409,221847,58.82482866,0.0001,67590808,141
19/8/2015,346160205.6,164461106.2,119995,3275787614,225.67,60869200,288422,3900,14515439.8,24.16873641,52699842409,210037,53.46379338,0.0001,64652064,156
20/8/2015,313557310.9,147913252.7,118080,3294434843,226.9,32275000,277372,3750,14519189.8,25.77554216,52699842409,204363,47.64565776,0.0001,61115878,150
21/8/2015,307446887.8,151873611,113627,3418079260,235.35,23173800,282523,4125,14523314.8,23.20451447,52699842409,213279,49.35772438,0.0001,60397405,165
22/8/2015,273683179.7,146233122.9,105507,3379939067,232.66,23205900,297783,3950,14527264.8,22.39789595,54207364887,249531,28.21455489,0.0001,59762209,158
23/8/2015,220730044.1,114043590.6,94395,3347579514,230.38,18406600,288023,3350,14530614.8,20.68006617,54256630328,239716,25.30539074,0.0001,54776113,134
24/8/2015,429420194.5,239008524.8,125213,3315566362,228.11,59220700,307879,3875,14534489.8,26.21538332,54256630328,229965,46.49158269,0.0001,72012381,155
25/8/2015,400922634.7,202258249.9,121838,3053983879,210.07,61089200,288411,3375,14537864.8,25.2405721,54256630328,222476,47.77197038,0.0001,65616537,135
26/8/2015,312063136.5,148063781.8,122691,3229507213,222.08,31808000,285266,4025,14541889.8,25.15845138,54256630328,211214,43.26118622,0.0001,61944678,161
27/8/2015,311530169.5,161169992.4,119942,3287978693,226.05,21905400,277794,3425,14545314.8,23.87492571,54256630328,212517,42.9020295,0.0001,60086868,137
28/8/2015,333845710,171378019.6,120230,3269171198,224.7,31336600,297477,3875,14549189.8,24.44245868,54256630328,224843,47.86921841,0.0001,64015744,155
29/8/2015,199091251.5,96115786.08,107329,3369822404,231.55,17142500,287960,4000,14553189.8,21.35923021,54256630328,235829,27.43798035,0.0001,56167560,160
30/8/2015,158900431.6,75832286.91,98189,3346680425,229.9,19412600,284867,3750,14556939.8,19.51472621,54256630328,246278,30.32314789,0.0001,55816032,150
31/8/2015,256783512.1,116759287.7,127103,3336012707,229.11,20710700,304796,3925,14560864.8,27.56912196,54256630328,236950,43.21843291,0.0001,71322964,157
1/9/2015,289597831.2,126414580.5,130256,3353717063,230.26,20575200,307795,3850,14564714.8,25.26556984,54256630328,232345,47.67866947,0.0001,69583934,154
2/9/2015,283755261.8,121965548,149906,3322192823,228.03,18760400,290569,4000,14568714.8,53.88841426,54256630328,1883744,110.4031507,0.0001991,120911019,160
3/9/2015,246954362.2,114330184.4,128536,3341804096,229.32,17482000,303103,3650,14572364.8,27.97427509,54256630328,339960,45.88080228,0.0001,72225902,146
4/9/2015,226797866.2,115717851.2,103817,3311869402,227.21,20962400,265574,3900,14576264.8,25.08295191,55936109548,195974,44.80080656,0.0001,55452794,156
5/9/2015,184771165.6,89289571.07,124071,3356318984,230.2,20671400,318521,3675,14579939.8,27.84723132,56957648455,276765,19.61761638,0.0001,65917324,147
6/9/2015,203052030.7,99673549.16,106149,3425267747,234.87,25473700,294414,3600,14583539.8,21.87159142,56957648455,245157,25.91468678,0.0001,59229862,144
7/9/2015,217769790.6,96691571.96,125315,3499929099,239.93,21192200,317821,3800,14587339.8,29.70364898,56957648455,250874,34.10109734,0.0001,72591797,152
8/9/2015,301316355.5,142853222.8,125243,3499578272,239.85,26879200,334615,3400,14590739.8,25.62157265,56957648455,242461,45.61328187,0.0001,94150437,136
9/9/2015,282173056.8,141546987.2,126308,3552435670,243.41,23635700,303153,3725,14594464.8,27.16877078,56957648455,218771,43.38092209,0.0001,108524893,149
10/9/2015,293064622.6,143286741.9,124780,3479422305,238.34,21215500,286880,4275,14598739.8,27.79300834,56957648455,203106,31.913726,0.0001,119466941,171
11/9/2015,253412602.4,117585604.2,179844,3480212049,238.33,19224700,317309,3950,14602689.8,38.07931771,56957648455,253198,5.685800677,0.0001,110296956,158
12/9/2015,165222467.5,77436812.64,137605,3503282177,239.85,17962600,274687,3375,14606064.8,29.08465555,56957648455,211624,9.026358998,0.0001,89387648,135
13/9/2015,176328691.1,81689142.83,145897,3436880338,235.24,18478800,322602,3775,14609839.8,25.36632619,56957648455,294542,5.481458974,0.0001,94132405,151
14/9/2015,262295237.6,122088811.2,166563,3370141100,230.61,20997800,307697,3800,14613639.8,31.22149088,56957648455,229228,11.4036645,0.0001,112874176,152
15/9/2015,264597631.4,112492675.4,162839,3369309479,230.49,19177800,326856,4000,14617639.8,28.87989851,56957648455,239229,18.416151,0.0001,111644938,160
16/9/2015,273453431.6,106376190,167127,3366574777,230.25,20144200,299222,3550,14621189.8,26.10466496,56957648455,211090,12.17287772,0.0001,95970502,142
17/9/2015,247017314.2,114014888.1,259135,3349573399,229.08,18935400,316949,3600,14624789.8,27.11789352,57320908602,239817,0.024145032,4.32E-05,101558568,144
18/9/2015,251364153.4,101185234.6,161357,3415997359,233.52,20242200,314363,3675,14628464.8,25.40203437,59335351234,243661,16.34032614,0.0001,81841650,147
19/9/2015,221797118.2,85081596.86,114726,3407187638,232.86,12712600,271138,3125,14631589.8,21.74704429,59335351234,192637,27.25508706,0.0001,58657877,125
20/9/2015,180139543.7,77081135.5,109030,3386545154,231.4,14444700,341423,3200,14634789.8,21.2534805,59335351234,327538,29.3878,0.0001,61342537,128
21/9/2015,312660620.7,120863401.9,131547,3384575862,231.22,19678800,350680,3300,14638089.8,28.77250376,59335351234,266012,35.85290383,0.0001,79514398,132
22/9/2015,306602864.1,134870246.6,136627,3323294290,226.97,25009300,355943,3925,14642014.8,27.82720079,59335351234,282516,44.304544,0.0001,76350247,157
23/9/2015,255332853.5,100362967.9,131242,3382414398,230.94,17254100,294921,3950,14645964.8,25.52187592,59335351234,222827,41.73484633,0.0001,72645365,158
24/9/2015,243088276,108962519.6,125227,3374655949,230.36,25097800,295738,3500,14649464.8,24.27461543,59335351234,216873,48.58869452,0.0001,68279249,140
25/9/2015,285236082.4,121157474,128002,3434293693,234.36,22363600,295114,4100,14653564.8,27.11947875,59335351234,221935,46.76624974,0.0001,70329640,164
26/9/2015,214453187,92589934.06,115475,3445655716,235.08,13724100,310240,3675,14657239.8,24.99832779,59335351234,232044,27.7190139,0.0001,64344536,147
27/9/2015,154471195.1,72206505.84,108600,3432699857,234.14,14179900,326824,3725,14660964.8,21.98745167,59335351234,254585,28.35861769,0.0001,65867173,149
28/9/2015,299082124.9,122684780.4,138427,3414545662,232.84,24713000,302930,3575,14664539.8,26.28988147,59335351234,224892,48.25304911,0.0001,73604692,143
29/9/2015,349973333.8,144154269.6,140490,3506145915,239.02,22691300,353417,4350,14668889.8,27.3765497,59335351234,244875,50.42615935,0.0001,80864837,174
30/9/2015,283931041.2,119097894.6,139700,3472135896,236.64,19743500,329484,3700,14672589.8,26.79319008,59335351234,247193,46.6514628,0.0001,76080942,148
1/10/2015,328011423.3,135559257.7,134178,3463621719,236,20488800,298058,3725,14676314.8,28.82708269,59999898066,221145,56.01094436,0.0001,68128121,149
2/10/2015,359346119.7,142000788.5,139608,3482991176,237.26,19677900,311843,3450,14679764.8,25.92049816,60813224039,234667,48.27933511,0.0001,72869385,138
3/10/2015,209969179.9,104476074.6,119422,3482920270,237.2,16482700,259753,3625,14683389.8,21.68642606,60813224039,179690,29.71005192,0.0001,56948934,145
4/10/2015,184942710.1,77827283.65,103378,3503352928,238.53,12999000,306296,3825,14687214.8,19.36537912,60813224039,284832,30.7037438,0.0001,57023799,153
5/10/2015,291124307.8,133287683.5,125395,3498746991,238.15,23335900,290693,3825,14691039.8,23.34896688,60813224039,208308,49.07897843,0.0001,64758063,153
6/10/2015,365477896.5,151190418.2,144368,3532067164,240.36,27535100,325572,3550,14694589.8,25.80662237,60813224039,224456,66.77317615,0.0001,77055927,142
7/10/2015,327464074.7,155128056.5,134798,3618204076,246.17,22999200,308697,3325,14697914.8,24.96770404,60813224039,217207,53.47672764,0.0001,91304445,133
8/10/2015,446284153.7,148081377,140208,3573558675,243.07,18515300,314037,3500,14701414.8,26.86679732,60813224039,222731,50.64981091,0.0001,92151531,140
9/10/2015,286940318.4,150893536.4,114518,3565904369,242.5,17353100,265620,3150,14704564.8,23.10188544,60813224039,174754,50.91601053,0.0001,74977015,126
10/10/2015,267618497.9,114603826.5,126845,3585113175,243.74,15912700,323737,4000,14708564.8,24.80907025,60813224039,253963,28.55928879,0.0001,101221070,160
11/10/2015,220626403.4,96098834.31,104404,3600700540,244.74,16827300,294439,3650,14712214.8,19.35308736,60813224039,227894,43.7719399,0.0001,79011475,146
12/10/2015,313176396.9,142374850,134268,3633031772,246.88,17388300,309767,3550,14715764.8,25.47023804,60813224039,202774,59.83929532,0.0001,81664191,142
13/10/2015,379030572.8,158397976.8,134741,3609149560,245.2,28198500,306238,3425,14719189.8,24.94470798,60813224039,202394,49.01692668,0.0001,76061942,137
14/10/2015,388373371.1,150010678.3,141833,3673257880,249.49,27462600,309792,3800,14722989.8,27.15648782,60813224039,210245,58.93464506,0.0001,79971078,152
15/10/2015,454719441.5,145141195.5,153329,3712893300,252.11,25223500,365671,4150,14727139.8,28.38709887,60848950070,274526,62.99603667,0.0001,89322965,166
16/10/2015,435570619.7,166368716.3,143142,3746040905,254.3,35901500,335835,3600,14730739.8,28.3561839,60883825480,247963,66.74703648,0.0001,83226994,144
17/10/2015,372440958.9,147913909,135775,3871430756,262.75,43199600,370216,3400,14734139.8,27.00692963,60883825480,292287,43.16034498,0.0001,81570018,136
18/10/2015,271387720.3,124608329.6,119561,3992683497,270.91,22434300,334791,3625,14737764.8,22.87814229,60883825480,261297,42.73970708,0.0001,77237838,145
19/10/2015,351774840.5,168249525,143804,3860289613,261.86,25258800,349102,4125,14741889.8,28.30097624,60883825480,242999,65.465,0.0001,84237504,165
20/10/2015,374311999.6,182991883.8,146221,3886442222,263.57,30889800,400900,3200,14745089.8,31.63227656,60883825480,274277,54.8494046,0.0001,88237236,128
21/10/2015,341002376.7,159555578.1,150055,3972029163,269.31,25637300,356706,3600,14748689.8,28.40338671,60883825480,257788,57.847788,0.0001,81402067,144
22/10/2015,376597915.3,159137208,147254,3931584293,266.5,37808600,344306,3700,14752389.8,29.4120876,60883825480,255004,66.33691617,0.0001,80916697,148
23/10/2015,349539956.5,170877407,143319,4037968873,273.65,29442500,370420,3725,14756114.8,28.73077494,60883825480,253855,51.24349376,0.0001,82795984,149
24/10/2015,340872312.2,151927925.5,139983,4081170310,276.5,25942400,377017,3625,14759739.8,26.88985085,60883825480,300307,36.1591216,0.0001,76182560,145
25/10/2015,367521085,169108675.7,131333,4155257438,281.45,45717100,372966,3875,14763614.8,24.82972719,60883825480,276801,56.261855,0.0001,81723093,155
26/10/2015,407597676.4,179547705.3,116236,4188598205,283.63,32108800,375812,4100,14767714.8,26.65010032,60883825480,224384,80.25930865,0.0001,78298525,164
27/10/2015,478855084.6,189340306.6,153593,4212507693,285.18,46331800,355490,3675,14771389.8,29.03670838,60883825480,250321,73.65693206,0.0001,80351359,147
28/10/2015,501524469.1,213909027.8,160036,4339389009,293.7,50808100,350477,3475,14774864.8,30.11709528,60883825480,241481,70.39989,0.0001,82398177,139
29/10/2015,669682361.8,266343272.5,160911,4497405161,304.32,64495900,382999,3775,14778639.8,33.96205933,62045283044,256323,66.65417796,0.0001,89340967,151
30/10/2015,744545402.8,285876534.3,166524,4640919975,313.94,78305000,378895,4275,14782914.8,32.04370245,62253982450,277396,78.15453734,0.0001,88505503,171
31/10/2015,564718316.5,228927202.7,155253,4857525183,328.51,48598100,367606,3675,14786589.8,28.54469017,62253982450,292718,49.42713169,0.0001,79418337,147
1/11/2015,505819568.7,181299150.4,152335,4659169722,315.01,37001100,392575,3825,14790414.8,27.34475095,62253982450,306871,83.76927051,0.0001,82917388,153
2/11/2015,770022146.2,271891440,171955,4822057088,325.94,101918000,397127,3825,14794239.8,33.2823864,62253982450,279393,76.27737514,0.0001,95752044,153
3/11/2015,1222769641,442210360.3,186207,5354993859,361.87,206162000,448868,3875,14798114.8,34.34305541,62253982450,322333,96.79044727,0.0001,105958235,155
4/11/2015,4342243655,469097841.7,204043,5975069331,403.66,263900000,497257,3875,14801989.8,44.91027343,62253982450,350656,120.613608,0.0001,121539735,155
5/11/2015,1373073613,541929672,182663,6041982812,408.08,151824992,445547,3650,14805639.8,34.12758502,62253982450,321103,97.898392,0.0001,106576594,146
6/11/2015,1029809736,338370961.5,166748,5746768268,388.05,122687000,431450,3625,14809264.8,32.32119456,62253982450,342650,82.60117283,0.0001,95418260,145
7/11/2015,774014425.8,233463476.1,151345,5544165054,374.27,56625100,366087,3800,14813064.8,25.79858313,62253982450,263259,49.54762915,0.0001,81491957,152
8/11/2015,704264559,206690212.9,132411,5693721369,384.28,51817600,377659,3475,14816539.8,23.43890815,62253982450,291975,53.36666596,0.0001,76174062,139
9/11/2015,1091014618,346544317.8,159687,5547528362,374.32,68224400,418274,3725,14820264.8,29.59354321,62253982450,304911,74.24196625,0.0001,92901533,149
10/11/2015,1066094693,365224071.2,161816,5632825795,379.98,95797904,394737,3650,14823914.8,29.20202127,62253982450,275980,77.20771822,0.0001,88594518,146
11/11/2015,1111523928,289429641.9,158761,5039000708,339.82,107070000,375284,4200,14828114.8,27.96582529,64200880179,268901,80.00902185,0.0001,88122117,168
12/11/2015,880411208.4,257318580.6,157686,4658548485,314.08,78477800,370346,4025,14832139.8,25.76607374,65848255180,286238,72.2384,0.0001,84464895,161
13/11/2015,917524099.8,239382653.8,154667,5022123828,338.5,52003000,358038,4000,14836139.8,25.62122509,65848255180,266831,67.7,0.0001,78927547,160
14/11/2015,991779339.2,192834678,150332,4995321870,336.62,38612000,386718,3550,14839689.8,24.47520325,65848255180,308192,50.58911174,0.0001,76938074,142
15/11/2015,678296645.6,182886574,143209,4943649174,333.05,44213100,418112,4000,14843689.8,23.01078957,65848255180,325587,62.84159587,0.0001,79743068,160
16/11/2015,798960321.8,198049885.7,158143,4747413353,319.73,47980100,402214,4325,14848014.8,27.79466448,65848255180,273996,76.00170741,0.0001,90211127,173
17/11/2015,588819635.3,243029879.3,156539,4906515735,330.36,51001600,380647,3725,14851739.8,26.30052583,65848255180,273878,62.78383772,0.0001,83083172,149
18/11/2015,559993039.2,201392957.9,165116,4970560298,334.59,43783800,413132,3825,14855564.8,27.37508755,65848255180,312510,69.7263544,0.0001,91556388,153
19/11/2015,639198062.4,202233533.7,154347,4973019973,334.68,45011100,357979,3400,14858964.8,25.73583511,65848255180,255656,66.14632254,0.0001,82942424,136
20/11/2015,680673638.3,169954433.4,155607,4851551725,326.41,53152900,358006,4175,14863139.8,25.74141814,65848255180,267621,54.03436511,0.0001,84390336,167
21/11/2015,446390832.2,122698324.3,150861,4788669393,322.09,28200500,374521,4350,14867489.8,23.84630843,65848255180,287467,41.29887904,0.0001,81583070,174
22/11/2015,344572308.5,116459121.3,129487,4862753927,326.98,23439400,376446,4300,14871789.8,23.30401546,65848255180,305331,46.725442,0.0001,75192455,172
23/11/2015,394098892.9,148183725.7,145109,4824970857,324.35,27478900,342182,4075,14875864.8,25.64701023,65848255180,243197,64.837565,0.0001,84062647,163
24/11/2015,421952948.4,168229217.4,152168,4806288354,323.01,29362600,384100,3900,14879764.8,25.12325561,72061768579,288084,61.00124603,0.0001,81592928,156
25/11/2015,561347307,157100104,151713,4763438126,320.05,41666900,364227,3700,14883464.8,26.50728282,72722780643,257372,65.34712089,0.0001,82674743,148
26/11/2015,658517233,198318176.4,164495,4887777628,328.3,106105000,387024,4400,14887864.8,27.95046286,72722780643,273385,77.80638431,0.0001,94491554,176
27/11/2015,719044647.8,287057589.1,160102,5239690883,351.86,55179100,359600,3325,14891189.8,26.65176592,72722780643,257064,77.92237725,0.0001,86392017,133
28/11/2015,662821464.5,160189362.3,165522,5319677685,357.14,36816600,414002,3850,14895039.8,26.47215741,72722780643,332696,40.27125283,0.0001,84889284,154
29/11/2015,467762722.8,156832683.6,129701,5325967161,357.47,40409300,321393,3725,14898764.8,22.17266336,72722780643,203484,52.85205747,0.0001,67572597,149
30/11/2015,857289534.5,321629227.5,182486,5535566419,371.44,71701600,489674,4050,14902814.8,34.29084643,72722780643,390628,89.42777925,0.0001,108946924,162
1/12/2015,890639974.5,263081785.9,177945,5626067005,377.41,60452200,413030,4175,14906989.8,31.25843549,72722780643,300256,99.9721349,0.0001,94701349,167
2/12/2015,883770778,225836382.2,183362,5395554563,361.85,54160500,427478,4025,14911014.8,32.47262681,72722780643,320303,91.15510261,0.0001,105613523,161
3/12/2015,689044095.2,228974592.2,164632,5359239776,359.33,50714900,361065,3550,14914564.8,29.71151175,72722780643,240581,67.85050881,0.0001,91332393,142
4/12/2015,904272274.1,196894249.1,173433,5389510860,361.26,35784100,418070,3825,14918389.8,28.66553139,72722780643,279828,47.98822498,0.0001,90075970,153
5/12/2015,1706916239,213939052.1,186019,5427743233,363.72,66282200,456577,4375,14922764.8,31.07756174,72722780643,357004,73.36527377,0.0001,100474246,175
6/12/2015,2062548709,223706097,179553,5814799287,389.55,77762000,430043,3975,14926739.8,30.36759062,72883273731,345109,108.1946142,0.0001,94510627,159
7/12/2015,1155972705,257937871.9,192683,5822547257,389.98,63455800,435598,3675,14930414.8,33.02830019,79102380900,307135,111.9387751,0.0001,101163145,147
8/12/2015,1108564536,283306375.9,195046,5910519450,395.75,57801400,455232,4375,14934789.8,32.78755044,79102380900,353501,100.1467695,0.0001,107981592,175
9/12/2015,1502001734,303272664.8,220155,6191405086,414.44,90917200,490303,4200,14938989.8,37.30535029,79102380900,353618,141.5798572,0.0001,115537607,168
10/12/2015,1245931253,254254015.5,211820,6246615621,417.99,52138900,493281,5400,14944389.8,35.89685418,79102380900,365822,125.397,0.0001,114961246,216
11/12/2015,1475074587,334055336.1,210099,6207785608,415.28,110944000,460519,4000,14948389.8,43.27706332,79102380900,321338,151.4359965,0.0001,101960964,160
12/12/2015,1420425072,282242847.7,203979,6763451605,452.33,131969000,531936,4050,14952439.8,36.96162758,79102380900,386723,104.3798336,0.0001,111646354,162
13/12/2015,2145368263,249596771.6,189772,6455886499,431.66,55050600,478113,3550,14955989.8,33.25167033,79102380900,382223,151.9962055,0.0001,97813941,142
14/12/2015,1970319899,295041854.9,231282,6482170825,433.27,130496000,528953,4875,14960864.8,40.52758586,79102380900,360131,125.604973,0.0001,122842930,195
15/12/2015,1811800506,340065252.6,223815,6642922610,443.88,83121104,494618,4575,14965439.8,39.9989931,79102380900,382536,117.051156,0.0001,113714721,183
16/12/2015,1953450766,373204790.4,220257,6964092108,465.21,107944000,483265,4075,14969514.8,37.38604758,79102380900,342810,124.5685141,0.0001,110238942,163
17/12/2015,1809832596,324040636.9,216142,6809629838,454.78,47978400,457030,3875,14973389.8,37.64708734,79102380900,329794,132.0020688,0.0001,104874212,155
18/12/2015,1759148036,351315881.6,213678,6827537035,455.85,60220100,452097,4225,14977614.8,37.77548047,81054834555,329456,129.4614,0.0001,103404210,169
19/12/2015,1663636667,276954146,213719,6944773900,463.55,47892700,505082,3925,14981539.8,35.23701085,93448670796,397329,88.95928716,0.0001,102561094,157
20/12/2015,1738746187,253439901.7,193682,6926964572,462.23,75409400,474385,4125,14985664.8,33.53649378,93448670796,383902,120.4157684,0.0001,99010972,165
21/12/2015,2209432823,300091951.5,229295,6637946117,442.84,77639696,502101,3725,14989389.8,41.10369193,93448670796,369658,132.2295485,0.0001,114212633,149
22/12/2015,2014510529,368819231.2,222567,6558677326,437.44,50840400,486000,3750,14993139.8,39.13063975,93448670796,357665,131.188256,0.0001,112469016,150
23/12/2015,1878125760,292037780.5,220918,6549591988,436.72,47161400,472140,3925,14997064.8,39.8125779,93448670796,329060,133.3030022,0.0001,107848101,157
24/12/2015,1995381372,301574810.8,210090,6646711051,443.09,57157200,448474,3450,15000514.8,36.33612595,93448670796,335585,177.236,0.0001,100689185,138
25/12/2015,1693502733,209471847.4,180221,6825082778,454.86,39078500,377621,4050,15004564.8,29.58094326,93448670796,296543,192.5662182,0.0001,85575500,162
26/12/2015,1167126406,226297795.9,179192,6840544625,455.76,116166000,419932,4275,15008839.8,31.37472184,93448670796,350238,59.12892145,0.0001,92824845,171
27/12/2015,474868582.8,128296246.8,160066,6253556749,416.51,53591200,406454,5125,15013964.8,27.06454523,93448670796,334186,39.2060863,0.0001,91697767,205
28/12/2015,719128150.8,220140437.2,172978,6357652147,423.34,49638600,411519,3775,15017739.8,31.14441685,93448670796,302368,55.23070596,0.0001,99073496,151
29/12/2015,614146583.8,194265904.2,184459,6340756266,422.1,51596500,415368,3975,15021714.8,31.35063356,93448670796,294447,54.33575534,0.0001,98750835,159
30/12/2015,498503021.7,174572370.8,176282,6510754968,433.3,46889400,405574,4125,15025839.8,30.79767766,93448670796,310096,48.52457372,0.0001,91422946,165
31/12/2015,446321732.4,183618750.6,155220,6400729510,425.88,45996600,355266,3550,15029389.8,25.50670682,99178743060,238888,54.6105924,0.0001,78795102,142
1/1/2016,377378302.3,115874252.7,123957,6475030320,430.72,36278900,316727,3375,15032764.8,19.82080598,1.04E+11,236696,49.96946824,0.0001,66609963,135
2/1/2016,316594070.8,122926428,148893,6535133475,434.62,30096600,419640,3625,15036389.8,31.37600479,1.04E+11,304961,35.91438908,0.0001,84062840,145
3/1/2016,338119275.4,155921870.3,142463,6521123402,433.58,39633800,394144,3625,15040014.8,24.08304879,1.04E+11,335121,45.76945489,0.0001,80425082,145
4/1/2016,401155747.8,162141321.1,181173,6470127870,430.06,38477500,418266,4525,15044539.8,30.74684308,1.04E+11,310239,43.006,0.0001,100811640,181
5/1/2016,540247572.8,208016934.4,182214,6517097202,433.07,34522600,435329,3925,15048464.8,32.27846687,1.04E+11,321804,50.90691512,0.0001,100759295,157
6/1/2016,516845826.8,193467849.9,171949,6500334959,431.86,34042500,379421,3525,15051989.8,30.40324362,1.04E+11,267082,50.21511315,0.0001,93395603,141
7/1/2016,623150086.7,256094218.3,190087,6474116289,430.01,87562200,430305,3675,15055664.8,37.02453793,1.04E+11,342857,49.31243737,0.0001,103593204,147
8/1/2016,479399674.7,229382088.1,181234,6890609593,457.54,56993000,413787,4325,15059989.8,32.53002298,1.04E+11,307044,47.47358631,0.0001,100971339,173
9/1/2016,320799059.8,154756543.3,179817,6829686240,453.38,32278000,450627,3775,15063764.8,30.22393822,1.04E+11,369357,25.17826335,0.0001,96438477,151
10/1/2016,451010194.8,166590861.2,161142,6754207457,448.24,35995900,432753,4375,15068139.8,27.95780106,1.04E+11,350177,32.06734958,0.0001,91423838,175
11/1/2016,583638254,227009208,191026,6763000587,448.7,40450000,448116,4250,15072389.8,35.90416653,1.04E+11,336698,49.31275369,0.0001,111584771,170
12/1/2016,492862438.1,228369266.3,194704,6757109020,448.18,115607000,456763,4250,15076639.8,34.70749772,1.04E+11,360623,44.36982,0.0001,103175907,170
13/1/2016,535522814.5,245982387.9,187983,6555045229,434.67,173888000,425792,3700,15080339.8,34.27954249,1.10E+11,297528,43.467,0.0001,100100637,148
14/1/2016,463348416.2,211228965.8,183049,6520504482,432.29,43945500,427601,3325,15083664.8,31.82088874,1.13E+11,309807,49.99573047,0.0001,95569327,133
15/1/2016,661266192.1,341508196.8,183520,6491275141,430.26,153351008,415708,3050,15086714.8,35.76071656,1.13E+11,293530,51.78631734,0.0001,95831460,122
16/1/2016,494970210.8,222698267.3,191158,5508986340,365.07,120352000,501450,3550,15090264.8,34.77336876,1.13E+11,354177,32.55556629,0.0001,105914451,142
