date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,generatedCoins,cumulative total number of coins,fees,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
19/6/2012,,,35815,,,,35547,7349.996,8345690.288,25.2337128,1583177.847,45799,,0.0005,16593532,147
19/7/2011,,,9043,,,,24900,7100,8352790.288,14.84897984,1583738.979,15134,,0,4160301,142
7/6/2012,,,33064,,,,35385,6949.9995,8359740.288,21.4111051,1589256.921,37384,,0.0005,14527961,139
25/5/2012,,,28878,,,,30112,6049.9995,8365790.287,19.27748871,1591074.962,32892,,0.0005,12632633,121
26/5/2012,,,23137,,,,25647,7099.99749,8372890.285,15.59276857,1591074.962,26777,,0.0005,10085880,142
27/5/2012,,,26288,,,,26295,7949.994,8380840.279,17.56635855,1591074.962,29901,,0.0005,11574834,159
28/5/2012,,,29746,,,,29594,7099.998,8387940.277,19.49232691,1591074.962,34152,,0.0005,13256143,142
29/5/2012,,,29690,,,,34268,6299.9985,8394240.275,16.97474696,1591074.962,33923,,0.0005,13300468,126
30/5/2012,,,25449,,,,28548,6549.9995,8400790.275,18.86991539,1591074.962,30414,,0.0005,11545987,131
31/5/2012,,,20875,,,,28411,6899.9994,8407690.274,12.52807933,1591074.962,25672,,0.0005,9509164,138
1/6/2012,,,26917,,,,29059,7599.999,8415290.273,16.41795479,1591074.962,32120,,0.0005,12091567,152
2/6/2012,,,12640,,,,20567,7999.9975,8423290.27,7.13557653,1591074.962,16988,,0.0005,5796672,160
3/6/2012,,,33448,,,,30392,7649.9965,8430940.267,19.27101479,1591074.962,38270,,0.0005,14682177,153
4/6/2012,,,45783,,,,41573,7749.998,8438690.265,28.76057062,1591074.962,50315,,0.0005,20188882,155
5/6/2012,,,44217,,,,40966,7349.9985,8446040.263,30.14138721,1591074.962,49099,,0.0005,18839321,147
6/6/2012,,,15784,,,,24162,7649.999,8453690.262,11.27363476,1591074.962,19816,,0.0005,7319618,153
29/3/2012,,,7377,,,,17029,7050,8460740.262,4.465422,1593806.472,9683,,0,3362509,141
9/5/2012,,,17079,,,,24825,8300,8469040.262,14.13032343,1606014.278,19843,,0.0005,7937450,166
12/4/2012,,,8163,,,,18831,6350,8475390.262,6.27057008,1613531.75,10333,,0,3744952,127
20/6/2012,,,32101,,,,32267,7249.999,8482640.261,21.70024435,1624711.129,45614,,0.0005,15263024,145
30/3/2012,,,6674,,,,15032,7700,8490340.261,4.39585095,1626553.481,8841,,0,3137777,154
31/3/2012,,,6022,,,,14044,8500,8498840.261,4.51687503,1626553.481,8422,,0,2749915,170
1/4/2012,,,5421,,,,12758,7100,8505940.261,3.8187765,1626553.481,7567,,0,2630911,142
2/4/2012,,,6356,,,,14892,5800,8511740.261,4.18861998,1626553.481,8169,,0,3069050,116
3/4/2012,,,7606,,,,18802,6650,8518390.261,5.07741879,1626553.481,9355,,0,3628373,133
4/4/2012,,,7006,,,,16684,6850,8525240.261,4.933347,1626553.481,8935,,0,3217187,137
5/4/2012,,,6911,,,,16394,5850,8531090.261,4.87816401,1626553.481,8896,,0,3500753,117
6/4/2012,,,6563,,,,16328,6800,8537890.261,4.81551397,1626553.481,8843,,0,3458380,136
7/4/2012,,,5951,,,,14273,6450,8544340.261,3.7089169,1626553.481,8453,,0,2728843,129
8/4/2012,,,5765,,,,13925,7500,8551840.261,3.89195527,1626553.481,8659,,0,2688829,150
9/4/2012,,,6471,,,,15215,7300,8559140.261,3.8471699,1626553.481,8668,,0,2948498,146
10/4/2012,,,8321,,,,17422,7350,8566490.261,6.99130937,1626553.481,10778,,0,3724666,147
11/4/2012,,,7717,,,,18458,7050,8573540.261,5.24550745,1626553.481,10151,,0,3711412,141
28/9/2011,,,5870,,,,13750,7350,8580890.261,4.379026,1689334.405,8137,,0,2475283,147
29/9/2011,,,5464,,,,12797,6250,8587140.261,3.40420567,1689334.405,6982,,0,2257795,125
30/9/2011,,,5743,,,,13468,6100,8593240.261,3.60740812,1689334.405,6863,,0,2415469,122
1/10/2011,,,5231,,,,12999,7150,8600390.261,3.64170627,1689334.405,6641,,0,2314940,143
2/10/2011,,,4914,,,,11839,6050,8606440.261,3.17980555,1689334.405,6380,,0,2095075,121
3/10/2011,,,6376,,,,13848,7250,8613690.261,9.04096463,1689334.405,7527,,0,2616161,145
4/10/2011,,,5697,,,,13799,5600,8619290.261,3.67361125,1689334.405,6794,,0,2536628,112
5/10/2011,,,5626,,,,13654,7250,8626540.261,3.96348448,1689334.405,7374,,0,2457054,145
6/10/2011,,,5784,,,,14442,6400,8632940.261,8.08896045,1689334.405,7292,,0,2599997,128
7/10/2011,,,5536,,,,13746,6900,8639840.261,4.29311937,1689334.405,7502,,0,2469797,138
8/10/2011,,,5283,,,,12497,5950,8645790.261,3.31460839,1689334.405,6908,,0,2283348,119
9/10/2011,,,5330,,,,12276,6350,8652140.261,2.93826347,1689334.405,6715,,0,2312234,127
10/10/2011,,,5759,,,,13349,6150,8658290.261,3.34552432,1689334.405,7320,,0,2422818,123
11/10/2011,,,5837,,,,13715,4650,8662940.261,5.23729813,1689334.405,7463,,0,2699091,93
12/10/2011,,,5829,,,,13584,6000,8668940.261,4.62867518,1689334.405,7397,,0,2585754,120
13/10/2011,,,4887,,,,11659,4850,8673790.261,4.15961153,1689334.405,5827,,0,2128818,97
20/7/2011,,,8714,,,,25886,7450,8681240.261,10.57322296,1690895.803,16242,,0,3862169,149
21/7/2011,,,8011,,,,25435,7600,8688840.261,9.00174475,1690895.803,16591,,0,3693250,152
22/7/2011,,,8840,,,,24454,7550,8696390.261,13.54095816,1690895.803,14919,,0.0005,3824482,151
23/7/2011,,,7269,,,,21907,7300,8703690.261,7.70811859,1690895.803,14336,,0,3278810,146
24/7/2011,,,8053,,,,23227,8300,8711990.261,10.20384419,1690895.803,15103,,0,3597225,166
25/7/2011,,,9320,,,,26960,8250,8720240.261,12.10683379,1690895.803,17140,,0,4334976,165
26/7/2011,,,8194,,,,23820,8800,8729040.261,7.83379577,1690895.803,14704,,0,3789815,176
27/7/2011,,,7821,,,,23479,8700,8737740.261,8.88988639,1690895.803,15832,,0,3637009,174
28/7/2011,,,7964,,,,25901,7750,8745490.261,7.53972477,1690895.803,16310,,0,3725915,155
29/7/2011,,,7151,,,,22221,8200,8753690.261,7.11432307,1690895.803,15007,,0,3073274,164
30/7/2011,,,6057,,,,19760,7600,8761290.261,5.71270055,1690895.803,12945,,0,2602850,152
31/7/2011,,,7924,,,,24137,8750,8770040.261,6.80016221,1690895.803,16267,,0,3451011,175
24/5/2012,,,26464,,,,28067,6249.9995,8776290.261,19.4249616,1699095.701,30941,,0.0005,11817692,125
21/6/2012,,,26646,,,,29712,6799.9985,8783090.259,31.45712954,1726566.559,36703,,0.0005,12605696,136
22/6/2012,,,23427,,,,29230,6899.997,8789990.256,20.70231783,1726566.559,31727,,0.0005,11132943,138
23/6/2012,,,22139,,,,30258,8199.997,8798190.253,17.73312569,1726566.559,31207,,0.0005,10532163,164
24/6/2012,,,22261,,,,28503,6549.9975,8804740.251,14.64248007,1726566.559,28444,,0.0005,10259923,131
25/6/2012,,,28559,,,,33977,7699.9969,8812440.248,16.12870794,1726566.559,35996,,0.0005,12799182,154
26/6/2012,,,30086,,,,35999,7449.998,8819890.246,18.27898114,1726566.559,38885,,0.0005,13194201,149
27/6/2012,,,30712,,,,39099,8149.9935,8828040.239,18.18068009,1726566.559,39108,,0.0005,13498171,163
28/6/2012,,,26385,,,,32729,6849.9975,8834890.237,15.76821961,1726566.559,33421,,0.0005,11708965,137
29/6/2012,,,22731,,,,33115,7299.9955,8842190.232,11.83756472,1726566.559,27793,,0.0005,9583368,146
30/6/2012,,,22486,,,,31929,6599.9965,8848790.229,13.94161293,1726566.559,27596,,0.0005,9522944,132
1/7/2012,,,19134,,,,31700,7099.9995,8855890.228,9.65441992,1726566.559,23092,,0.0005,8048663,142
2/7/2012,,,24995,,,,36588,7599.9955,8863490.224,18.36948247,1726566.559,30148,,0.0005,10428338,152
3/7/2012,,,22507,,,,34699,7999.9975,8871490.221,12.35375229,1726566.559,28137,,0.0005,9673328,160
10/5/2012,,,11653,,,,20417,6450,8877940.221,8.83074595,1733207.514,13763,,0.0005,5388641,129
11/5/2012,,,18918,,,,26137,7150,8885090.221,12.28912955,1733207.514,21393,,0.0005,8525220,143
12/5/2012,,,18198,,,,22749,6400,8891490.221,10.93265347,1733207.514,20840,,0.0005,7916541,128
13/5/2012,,,14597,,,,20704,7000,8898490.221,11.80632246,1733207.514,17852,,0.0005,6433618,140
14/5/2012,,,28210,,,,32414,6950,8905440.221,27.81385804,1733207.514,31674,,0.0005,12450432,139
15/5/2012,,,22105,,,,27163,6500,8911940.221,20.40042864,1733207.514,25852,,0.0005,10054510,130
16/5/2012,,,17957,,,,25541,6049.9995,8917990.221,13.00828295,1733207.514,21502,,0.0005,8555466,121
17/5/2012,,,16819,,,,22569,5799.9975,8923790.218,11.71657133,1733207.514,20894,,0.0005,7882270,116
18/5/2012,,,24336,,,,26161,7249.9885,8931040.207,17.13407882,1733207.514,28056,,0.0005,10973185,145
19/5/2012,,,35255,,,,31604,7449.9985,8938490.205,31.84803518,1733207.514,39275,,0.0005,15587077,149
20/5/2012,,,31322,,,,29540,6899.998475,8945390.204,20.00678014,1733207.514,34784,,0.0005,13710329,138
21/5/2012,,,31478,,,,30355,6299.999,8951690.203,19.56744229,1733207.514,36072,,0.0005,13897712,126
22/5/2012,,,23365,,,,27516,5749.999,8957440.202,12.76867573,1733207.514,27295,,0.0005,10433238,115
23/5/2012,,,27302,,,,29616,6500,8963940.202,19.09824774,1733207.514,31962,,0.0005,12203647,130
4/7/2012,,,23014,,,,31635,7499.99,8971440.192,13.28572083,1739840.146,30615,,0.0005,10139604,150
5/7/2012,,,21499,,,,27923,7199.998,8978640.19,12.65297392,1751454.535,27485,,0.0005,9765089,144
6/7/2012,,,23761,,,,29349,7749.996,8986390.186,16.38467211,1751454.535,29577,,0.0005,10564733,155
7/7/2012,,,25449,,,,30940,8299.9965,8994690.182,42.86993213,1751454.535,29503,,0.0005,10631118,166
8/7/2012,,,20646,,,,27913,7649.9985,9002340.181,11.50252767,1751454.535,25497,,0.0005,9067341,153
9/7/2012,,,24966,,,,32282,8149.9925,9010490.173,15.89719336,1751454.535,30860,,0.0005,10954166,163
10/7/2012,,,34930,,,,37031,7499.9965,9017990.17,24.03191985,1751454.535,41559,,0.0005,15261790,150
11/7/2012,,,31116,,,,35353,6699.9975,9024690.167,19.173345,1751454.535,38359,,0.0005,13833312,134
12/7/2012,,,24153,,,,34232,7499.9985,9032190.166,13.53006867,1751454.535,28940,,0.0005,10700695,150
13/7/2012,,,24393,,,,31363,8149.9994,9040340.165,14.39979066,1751454.535,32195,,0.0005,11540126,163
14/7/2012,,,22626,,,,29899,8049.98786,9048390.153,15.32376089,1751454.535,27397,,0.0005,9905400,161
15/7/2012,,,26205,,,,30383,6999.998,9055390.151,17.60255063,1751454.535,31666,,0.0005,11445269,140
16/7/2012,,,31229,,,,36801,7499.9959,9062890.147,21.28658376,1751454.535,39300,,0.0005,14158727,150
27/9/2011,,,5968,,,,18692,6650,9069540.147,4.67819858,1753437.624,11656,,0,2646141,133
14/9/2011,,,6054,,,,14793,7300,9076840.147,3.78071682,1755425.32,8066,,0,2629027,146
15/9/2011,,,6318,,,,15457,7800,9084640.147,7.32051008,1755425.32,8230,,0,2845363,156
16/9/2011,,,6090,,,,14561,5950,9090590.147,4.96831626,1755425.32,7486,,0,2634170,119
17/9/2011,,,5320,,,,13124,6700,9097290.147,5.15724892,1755425.32,6729,,0,2293548,134
18/9/2011,,,5828,,,,14359,7900,9105190.147,5.37796247,1755425.32,8597,,0,2485200,158
19/9/2011,,,6526,,,,16062,6350,9111540.147,5.92737413,1755425.32,8788,,0,3083335,127
20/9/2011,,,8005,,,,21913,7000,9118540.147,6.56952256,1755425.32,13746,,0,3936920,140
21/9/2011,,,7538,,,,17933,7300,9125840.147,5.17605015,1755425.32,8959,,0,3743313,146
22/9/2011,,,5991,,,,17540,7400,9133240.147,3.78408626,1755425.32,10797,,0,2663712,148
23/9/2011,,,6195,,,,19994,6650,9139890.147,4.229413,1755425.32,13591,,0,2675820,133
24/9/2011,,,5599,,,,19433,6450,9146340.147,6.71538477,1755425.32,13054,,0,2687677,129
25/9/2011,,,5585,,,,19237,6850,9153190.147,3.36760959,1755425.32,13560,,0,2611305,137
26/9/2011,,,5505,,,,17763,6700,9159890.147,2.94068583,1755425.32,11521,,0,2416046,134
13/9/2011,,,6377,,,,14870,7100,9166990.147,4.15771892,1765183.405,7947,,0,2699246,142
31/8/2011,,,7137,,,,17029,7750,9174740.147,5.91458926,1777774.482,9572,,0,2958342,155
1/9/2011,,,7074,,,,16984,6450,9181190.147,5.61094361,1777774.482,9026,,0,3071295,129
2/9/2011,,,6870,,,,16099,7800,9188990.147,6.83590736,1777774.482,8587,,0,2866694,156
3/9/2011,,,5780,,,,14464,7250,9196240.147,3.82927997,1777774.482,8055,,0,2483022,145
4/9/2011,,,7124,,,,17537,6700,9202940.147,9.87229329,1777774.482,80683,,0,5381859,134
5/9/2011,,,6883,,,,18243,7800,9210740.147,7.1708289,1777774.482,10430,,0,3093817,156
6/9/2011,,,7679,,,,18776,7550,9218290.147,6.52405064,1777774.482,9633,,0,3498998,151
7/9/2011,,,6954,,,,16824,6800,9225090.147,8.13899549,1777774.482,8937,,0,3035582,136
8/9/2011,,,6368,,,,15802,6450,9231540.147,4.66847138,1777774.482,8417,,0,2828256,129
9/9/2011,,,7222,,,,18605,7700,9239240.147,7.67312696,1777774.482,9924,,0,3920668,154
10/9/2011,,,5860,,,,15938,6650,9245890.147,5.36476482,1777774.482,8569,,0,2903609,133
11/9/2011,,,6318,,,,15421,6250,9252140.147,5.09702161,1777774.482,7835,,0,2931773,125
12/9/2011,,,6442,,,,16637,6650,9258790.147,5.37417472,1777774.482,8594,,0,3089557,133
30/8/2011,,,7658,,,,17534,7300,9266090.147,9.82284288,1783130.221,9762,,0,3180346,146
17/7/2012,,,35029,,,,40266,8599.9975,9274690.144,20.14390364,1794889.942,41563,,0.0005,15714261,172
16/8/2011,,,9493,,,,20992,7350,9282040.144,9.93047003,1805700.836,12235,,0.0005,4062849,147
17/8/2011,,,7586,,,,20363,6800,9288840.144,6.74044315,1805700.836,11157,,0,3480845,136
18/8/2011,,,7271,,,,20674,7200,9296040.144,5.91856628,1805700.836,13489,,0,3165343,144
19/8/2011,,,7483,,,,22233,6550,9302590.144,7.7670445,1805700.836,13691,,0,3543137,131
20/8/2011,,,7039,,,,21113,7600,9310190.144,5.41691304,1805700.836,14183,,0,3117595,152
21/8/2011,,,7507,,,,22784,8000,9318190.144,5.68728636,1805700.836,14331,,0,3247404,160
22/8/2011,,,7646,,,,25202,8450,9326640.144,7.55144943,1805700.836,17090,,0,3524536,169
23/8/2011,,,7122,,,,22694,7750,9334390.144,6.96478529,1805700.836,14537,,0,3200633,155
24/8/2011,,,7233,,,,22129,6700,9341090.144,8.69528835,1805700.836,13764,,0,3164988,134
25/8/2011,,,7106,,,,23113,6750,9347840.144,5.9971543,1805700.836,14622,,0,3172975,135
26/8/2011,,,7274,,,,21536,7350,9355190.144,4.68880866,1805700.836,12102,,0,3376413,147
27/8/2011,,,6239,,,,20857,6100,9361290.144,5.02820664,1805700.836,12327,,0,3043455,122
28/8/2011,,,5473,,,,18476,5800,9367090.144,4.51282409,1805700.836,12048,,0,2463154,116
29/8/2011,,,7956,,,,18891,6900,9373990.144,5.35429164,1805700.836,11339,,0,3428745,138
1/8/2011,,,8030,,,,23757,8250,9382240.144,7.69590762,1807231.667,14807,,0,3724270,165
18/7/2012,,,32433,,,,34287,7749.994,9389990.138,26.41059394,1866391.305,38991,,0.0005,15118667,155
19/7/2012,,,30900,,,,36309,6749.9955,9396740.134,20.1933347,1866391.305,38992,,0.0005,14485516,135
20/7/2012,,,36646,,,,36117,7399.996975,9404140.131,37.47018662,1866391.305,46882,,0.0005,16457437,148
21/7/2012,,,34452,,,,35578,7049.994,9411190.125,20.01722229,1866391.305,41774,,0.0005,14868115,141
22/7/2012,,,34705,,,,38955,7749.997,9418940.122,18.10561197,1866391.305,38799,,0.0005,14229754,155
23/7/2012,,,32557,,,,42038,7049.9975,9425990.119,21.72164555,1866391.305,37368,,0.0005,13780390,141
24/7/2012,,,28208,,,,38415,8049.998,9434040.117,15.98700134,1866391.305,34554,,0.0005,12334577,161
25/7/2012,,,27167,,,,31558,7999.9975,9442040.115,15.09932498,1866391.305,34414,,0.0005,11469499,160
26/7/2012,,,30538,,,,30842,8449.9955,9450490.11,18.18252407,1866391.305,37089,,0.0005,13364221,169
27/7/2012,,,26977,,,,32293,8899.997,9459390.107,17.187251,1866391.305,32553,,0.0005,11199178,178
28/7/2012,,,35077,,,,38627,7649.9955,9467040.103,20.56362157,1866391.305,42901,,0.0005,14410264,153
29/7/2012,,,34317,,,,35978,8299.9975,9475340.1,18.46677249,1866391.305,40062,,0.0005,14676121,166
15/8/2011,,,8250,,,,19220,6450,9481790.1,9.74393646,1887498.552,10337,,0.0005,3836999,129
2/8/2011,,,8663,,,,21703,7700,9489490.1,7.42971882,1888786.705,12376,,0,3868091,154
3/8/2011,,,7580,,,,18410,7850,9497340.1,8.19534382,1888786.705,9297,,0,3480496,157
4/8/2011,,,8178,,,,18966,6450,9503790.1,7.77788215,1888786.705,10338,,0,3495977,129
5/8/2011,,,7220,,,,21510,7000,9510790.1,6.37744951,1888786.705,13329,,0,3119981,140
6/8/2011,,,6712,,,,20231,6100,9516890.1,24.09643181,1888786.705,12191,,0,3179587,122
7/8/2011,,,6584,,,,20060,6300,9523190.1,6.53899155,1888786.705,12700,,0,2825558,126
8/8/2011,,,7131,,,,24628,6800,9529990.1,7.94504845,1888786.705,13332,,0,3699649,136
9/8/2011,,,9073,,,,23668,7300,9537290.1,11.68800022,1888786.705,14267,,0,4113900,146
10/8/2011,,,8183,,,,19710,7600,9544890.1,10.74649911,1888786.705,11681,,0,3503564,152
11/8/2011,,,7459,,,,18290,6850,9551740.1,7.11131223,1888786.705,9842,,0,3100577,137
12/8/2011,,,7034,,,,17126,6550,9558290.1,6.08149005,1888786.705,8135,,0,2923253,131
13/8/2011,,,7268,,,,19184,6500,9564790.1,6.89250462,1888786.705,10827,,0,3136749,130
14/8/2011,,,7339,,,,21505,6600,9571390.1,10.31653556,1888786.705,14255,,0,3434045,132
30/7/2012,,,34219,,,,36189,8799.996975,9580190.097,19.9791878,1950563.698,38855,,0.0005,15761540,176
31/7/2012,,,41377,,,,58776,6499.999,9586690.096,21.09228958,2036671.089,46833,,0.0005,17859754,130
1/8/2012,,,30404,,,,40722,6699.9995,9593390.096,20.02226151,2036671.089,35348,,0.0005,13261346,134
